@id,name,highway,maxspeed
584527637,,residential,
584527638,,residential,
584527639,,residential,
584527640,Calle Mallqui,residential,
584527641,,residential,
584527642,,residential,
584527643,,residential,
584527644,,residential,
584527645,Calle Colque,residential,
584527646,,residential,
584527647,,residential,
584527648,,residential,
584527649,,residential,
584527650,Calle Runa,residential,
584527651,,residential,
584527652,Jirón 23 de Septiembre,residential,
584527653,Jirón Antony Perkins,residential,
584527654,Calle Quilla,residential,
584527655,Avenida Nicolas Otto,residential,
584527656,Jirón 13 de Junio,residential,
584527657,Jirón Zela,residential,
584527659,,residential,
584527661,Jirón Ayrton Senna,residential,
584527662,,residential,
584527665,Jirón San Anronio de Padua,residential,
584794321,,residential,
584794322,,residential,
584794323,,residential,
584794324,,residential,
584794325,,residential,
584794332,,residential,
584794335,Jirón 23 de Septiembre,residential,
584794336,Jirón Ayrton Senna,residential,
584794337,Jirón Antony Perkins,residential,
584794338,Calle Runa,residential,
584794339,Jirón Ayrton Senna,residential,
584794341,Calle Urpi,residential,
584794343,Calle Quilla,residential,
584794344,Jirón 13 de Junio,residential,
584794345,Jirón Universal,residential,
584794347,Jirón Ayrton Senna,residential,
584794348,Calle Chaska,residential,
584794350,,residential,
584794351,Jirón Pacasmayo,residential,
584794352,Calle Quilla,residential,
584794353,Calle Inti,residential,
584794354,Jirón Uno,residential,
584794355,Jirón 13 de Junio,residential,
584794356,Calle Urpi,residential,
584794357,Avenida Rumi,residential,
584794358,Jirón Antony Perkins,residential,
584794359,,residential,
584794360,,residential,
584794361,Calle Colque,residential,
584794362,Calle Runa,residential,
584794363,,residential,
584794364,,residential,
584794365,,residential,
584794366,,residential,
584794367,Avenida Abancay,tertiary,
584794369,Cajamarca,residential,
584794370,Jirón Miguel Grau,residential,
584794371,Jirón Sol de Oro,residential,
584794373,Avenida Nestor Caceres Velasquez,tertiary,
584794374,Avenida Huayna Capac,residential,
584794375,,residential,
584794378,,residential,
584794380,Avenida Manco Capac,tertiary,
584794381,Avenida Mayta Capac,residential,
584794384,Jirón Huayna Picchu,residential,
584794385,Leonidas Hallasi,tertiary,
584794386,Emiliano Cano,tertiary,
584794387,Emiliano Cano,tertiary,
584794390,Emiliano Cano,tertiary,
584820852,Prolongación Avenida Sacsayhuaman,tertiary,
584820853,,residential,
584820854,,residential,
584820857,Pasaje Cruz Verde,residential,
584822670,Jirón Las Palmeras,residential,
584822676,,residential,
584822677,,residential,
584822686,,residential,
584823522,Pasaje Militar,residential,
584823523,Pasaje Robles,residential,
584823524,Aymaras,residential,
584837921,Avenida Aero Perú,residential,
584837923,,residential,
584837924,,residential,
584837926,,residential,
584837927,,residential,
584837928,,residential,
584837929,,residential,
584837930,,residential,
584837931,,residential,
584837932,,residential,
584837933,,residential,
584837934,,residential,
584837935,,residential,
584837936,,residential,
584837937,,residential,
584837938,,residential,
584837939,,residential,
584837940,,residential,
584837941,,residential,
584837942,,residential,
584837943,,residential,
584837944,,residential,
584837945,,residential,
584837946,,residential,
584838895,,residential,
584838896,,residential,
584838897,,residential,
584838898,,residential,
584838899,,residential,
584838900,,residential,
584838901,,residential,
584838902,,residential,
584838903,,residential,
584838904,,residential,
584838908,,residential,
584838909,,residential,
584838910,,residential,
584838911,,residential,
584838912,,residential,
584838913,,residential,
584847706,,residential,
584847707,,residential,
584847708,,residential,
584847709,,residential,
584847710,,residential,
584847712,,residential,
584847713,,residential,
584847714,,residential,
584847715,,residential,
584847716,,residential,
584847718,,residential,
584847720,,residential,
584847725,Jirón Macchu Picchu,residential,
584847727,,residential,
584847732,,residential,
584847733,,residential,
584847734,,residential,
584847735,,residential,
584847736,,residential,
584847737,,residential,
584847738,,residential,
584847739,,residential,
584847740,,residential,
584847741,,residential,
584847743,,residential,
584847744,,residential,
584847745,,residential,
584847746,,residential,
584847747,,residential,
584847748,,residential,
584847749,,residential,
584847751,,residential,
584847752,,residential,
584847753,,residential,
584847754,,residential,
584847755,,residential,
584847756,,residential,
584847757,,residential,
584847759,,residential,
584847760,,residential,
584847761,,residential,
584847762,,residential,
584847763,,residential,
584847764,,residential,
584847765,,residential,
584847766,,residential,
584847767,,residential,
584847768,,residential,
584847806,,residential,
584847808,,residential,
584847810,,residential,
584847811,Jirón Trinidad y Tobago,residential,
584847812,,residential,
584847815,,residential,
584847816,,residential,
584847817,Jirón Ocoña,residential,
584847819,,residential,
584847820,,residential,
584847821,Avenida Amazonas,residential,
584847822,Jirón Napo,residential,
584847823,Jirón Putumayo,residential,
584847824,Jirón Lamas,residential,
584847825,Jirón Ilave,residential,
584847826,,residential,
584847827,Jirón Vilcamaba,residential,
584847828,,residential,
584847830,,residential,
584847831,Jirón Palo Santo,residential,
584847832,,residential,
584847833,,residential,
584847834,Jirón Siguas,residential,
584847835,Jirón Perené,residential,
584847836,,residential,
584847837,,residential,
584847839,,residential,
584916988,,residential,
584916989,,residential,
584916990,,residential,
584916991,,residential,
584916992,,tertiary,
584916993,,tertiary,
584916994,,tertiary,
584916995,Avenida Mi Perú,tertiary,
584916996,,residential,
584916997,,residential,
584916998,,residential,
584916999,,residential,
584917000,,residential,
584917001,,residential,
584917002,,tertiary,
584917003,,residential,
584933211,,residential,
584933212,,residential,
584933213,Avenida Tahuantinsuyo,tertiary,
584933214,Avenida Tahuantinsuyo,residential,
584933215,,residential,
584933216,,residential,
584933218,,residential,
584933223,,residential,
584933225,,residential,
584933226,,residential,
584933230,,residential,
584933232,,residential,
584943961,Avenida Perú,tertiary,50
584943962,,residential,
584943963,,residential,
584943964,,residential,
584943965,Jirón Ccaccachi,residential,
584943967,,residential,
584943968,,residential,
584943969,Jirón Daniel Alcides Carrión,residential,
584943970,,residential,
584943971,Jirón Francisco Pizarro,residential,
584943972,,residential,
584943973,,residential,
584943974,,residential,
584943975,Jirón Ccaccachi,residential,
584943977,,residential,
584943978,,residential,
584946250,,residential,
584946251,,residential,
584946252,Jirón Mario El Bueno,residential,
584946253,,residential,
584946254,Jirón Santa Rosa de Lima,residential,
584946255,,residential,
584946256,Jirón Cabanillas,residential,
584946257,,residential,
584946258,,residential,
584946259,,residential,
584946260,,residential,
584946270,Jirón Valdivia Chalco,residential,
584946271,,residential,
584946272,Jirón Francisco Ventura,residential,
584955462,Jirón San Valentín,residential,
584955464,Avenida Perú,tertiary,50
584955465,Jirón San Juan,residential,
584955466,Jirón Los Cabitos,residential,
584955467,,residential,
584955468,,residential,
584955469,Jirón San Juan de Dios,residential,
584955470,Jirón Niño Jesús de Praga,residential,
584955471,Jirón San Francisco de Asis,residential,
584955472,,residential,
584955474,Jirón Los Cabitos,residential,
584955476,,residential,
584955478,,residential,
584955479,,residential,
584955480,Avenida Santo Domingo Bruna,residential,
584955481,,residential,
584955482,Jirón Los Voluntarios,residential,
584955483,Jirón José Inclán,residential,
584955484,Jirón Santa Rosa de Lima,residential,
584955485,Jirón Los Cabitos,residential,
584955486,Jirón Santa Rosa de Lima,residential,
584955487,Jirón Los Compadres,residential,
584955488,Jirón Challamocco,residential,
584955489,,residential,
584955490,,residential,
584955491,,residential,
584975197,,residential,
584975198,,residential,
584975199,,residential,
584975200,,residential,
584975201,,residential,
584975202,,residential,
584975203,,residential,
584975205,,residential,
584975206,,residential,
584975207,,residential,
584975208,,residential,
584975209,,residential,
584975210,,residential,
584975212,,residential,
584975213,,residential,
584975215,Jirón Inkari,residential,
584975220,,residential,
584975225,,residential,
584975226,,tertiary,
584975227,,tertiary,
584975228,,residential,
584975230,,residential,
584975231,,residential,
584975232,,residential,
584975233,,residential,
584975234,,residential,
584975236,,residential,
584975237,,residential,
584975238,,residential,
584975239,,residential,
584975240,,residential,
584975241,,residential,
584975243,,residential,
584975244,,residential,
584975247,,residential,
584975248,,residential,
584975249,,residential,
584975250,,residential,
584975251,,residential,
584975252,,residential,
584975253,,residential,
584975255,,residential,
584975256,,residential,
584975257,,residential,
584975258,,residential,
584975259,,residential,
584975260,,residential,
584986161,,residential,
584986162,,residential,
584986163,,residential,
584986164,,residential,
584986165,,residential,
584986171,Pasaje Rosa Medina,residential,
584986172,Jirón Cabanillas,residential,
584986173,,residential,
584986174,Pasaje Los Ángeles,residential,
584986175,Pasaje Santa Marta,residential,
584986176,,residential,
584986177,,residential,
584986178,,residential,
584986179,,residential,
584986180,,residential,
584986181,Jirón 20 De Abril,residential,
584986182,Jirón Santa Ines,residential,
584986186,Pasaje José Olaya,residential,
584986188,Avenida Circunvalación Este,residential,
584992254,,tertiary,40
584992255,,residential,
584992256,,residential,
584992257,,residential,
584992258,,residential,
584992259,,residential,
584992260,,residential,
584992261,,residential,
584992264,,residential,
584992265,Avenida Industrial,tertiary,
584992266,Calle 2,residential,
584992267,Calle 5,residential,
584992268,Calle 4,residential,
584992269,,residential,
584992270,,residential,
584992271,,residential,
584992272,Pasaje 2,residential,
584992273,Pasaje 3,residential,
584992274,Pasaje 3,residential,
584992275,,residential,
584992276,Pasaje 1,residential,
584992277,Calle 1,residential,
584992278,Avenida Industrial,tertiary,
584992279,Pasaje 10,residential,
584992280,Jirón Porvenir,residential,
584992281,,residential,
584992282,,residential,
584992283,,residential,
584992284,,residential,
584992285,,residential,
584992286,,residential,
584992287,,residential,
584992288,,residential,
584992289,,residential,
584992290,,residential,
584992291,,residential,
584992292,,residential,
584992293,,residential,
584992294,,residential,
584992295,,residential,
584992296,,residential,
584992297,,residential,
584992298,,residential,
584992303,,residential,
584992305,Jirón Juliaca,residential,
584992306,,residential,
584992307,,residential,
584992308,,residential,
584992309,,residential,
584992310,,residential,
584992311,,residential,
584992312,,residential,
584992313,,residential,
584992314,,residential,
584992315,Avenida Marañon,tertiary,
584992316,,residential,
584992317,,residential,
584992318,,residential,
584992319,,residential,
584992320,,residential,
584992321,,residential,
584992322,Jirón San Fermín,residential,
584992323,Jirón Señor de los Milagros,residential,
584992324,,residential,
584992325,,residential,
584992326,,residential,
584992327,,residential,
584992328,,residential,
584992329,,residential,
584992330,Jirón Inocencio Celsa Vilca Chura,residential,
584992331,,residential,
584992332,Avenida Ingeniería,residential,
584992333,,residential,
584992334,Avenida Marañon,tertiary,
584992335,,residential,
584992336,,residential,
584992337,,residential,
584992338,,residential,
584992339,,residential,
584992341,,residential,
584992342,Jirón Los Intocables,residential,
584992343,Avenida Santo Domingo Bruna,residential,
584992345,Avenida Hermenegildo Condori,tertiary,
584992346,,residential,
584992347,Jirón Justino Estofanero,residential,
584992348,Jirón Evaristo Coarite,residential,
584992349,Jirón Manuel Yucra Apaza,residential,
584992350,,residential,
584992351,,residential,
584992352,,residential,
584992353,,residential,
584992354,,residential,
584992355,,residential,
584992356,,residential,
584992357,,residential,
584992358,,residential,
584992361,,residential,
586746826,,residential,
586747156,Avenida San Martín,tertiary,
587071080,Intiraymi,residential,
587071081,Jirón Patricio Quispe,residential,
587071082,Avenida Manuel Nuñez Butron,primary,45
587071084,Jirón Argentina,tertiary,
587071085,Avenida Américas,secondary,
587071086,Agusto B Leguia,residential,30
590616784,Avenida El Sol,tertiary,40
590616785,Avenida Circunvalación Norte,trunk,60
590616786,Avenida El Sol,tertiary,40
590616787,Jirón Lloque Yupanqui,residential,
590616788,,tertiary,
590616789,Avenida Mayta Capac,residential,
590616790,Avenida Leonidas Hallasi,tertiary,
590616791,Jirón Mayta Capac,residential,
591057366,Jirón Tumbes,residential,30
591291764,Jirón Francisco Pizarro,residential,
591291765,Avenida Rinconada,residential,
591291769,Heroes del Pacífico,tertiary,
591291770,Jirón Los Incas,residential,
591291773,Carlos Lavagña,residential,
591291774,Jirón Sandia,residential,30
591291775,Manuel Nuñez Butron,primary,50
591291776,Jirón Ladislao Butron,residential,
591291777,Jirón Huascar,residential,
591292338,Jirón Belice,residential,
591292339,Jirón Ottawa,residential,
591292340,Jirón Kinstong,residential,
591292341,Jirón Las Bahamas,residential,
591915695,Infancia,tertiary,50
591915696,Avenida Triunfo,tertiary,50
592191196,Jirón Víctor Velasquez,primary,40
593897701,Avenida Ferrocarril,tertiary,
604364952,,tertiary,
604364953,Avenida Circunvalación Este,trunk,50
604364954,,trunk,
604364955,Avenida Circunvalación Este,trunk,50
605362388,Jirón San Juan Del Oro,residential,
605362389,Jirón Luis Ceferino,residential,
605720457,,residential,
605720458,,residential,
605720459,Jirón Floral,residential,
605720460,Jirón Roberto Cuba,residential,
605720462,Pasaje Casa Franca,residential,
605956737,,residential,
605956739,Avenida Marañon,tertiary,50
605956742,Jirón Ramis,residential,
605956744,Jirón Cultura,residential,
605956747,Jirón Aurelio Cornejo,residential,
605961425,Avenida Ferrocarril,primary,60
605961426,Avenida Circunvalación Norte,trunk,
605961427,,residential,
605961428,Parinacochas,residential,
605961429,Jirón Las Violetas,residential,
605961430,Jirón Las Begonias,residential,
605961431,Jirón Las Casuarinas,residential,
605961432,Avenida Circunvalación Norte,trunk,
605961433,Avenida Independencia,residential,35
605961434,Infancia,tertiary,50
605961435,Jirón Cincuentenario,residential,
606103425,Jirón Cesar Vallejo,residential,
606110940,Jirón José Maria Eguren,residential,
606110945,Collas,residential,
606110946,Jirón Rondos,residential,
606110950,Jirón Lima,primary,40
606110952,Jirón Mariano Nuñez,primary,40
606174707,Jirón Apurimac,residential,30
606174709,Avenida Normal,tertiary,40
606174711,Avenida Jorge Chavez,primary,60
606174712,Avenida Circunvalación Norte,trunk,
607825256,Jirón Paco Yunque,residential,
607825257,Jirón Tupac Amaru,residential,
607825258,Jirón 8 De Enero,residential,
607825259,,residential,
607825261,Jirón 7 De Enero,residential,
609068733,Avenida Hipolito Unanue,residential,
609068734,Avenida José Carlos Mariategui,residential,
609070243,Avenida Circunvalación,secondary,
609070244,,residential,
609070245,,residential,
609070246,Avenida Ferial,tertiary,50
609963628,Avenida Ferial,residential,
609972162,Avenida Modesto Borda,primary,60
614143992,,residential,
614143993,Jirón El Lago,residential,
614143995,Jirón San Rene,residential,
614143996,Jirón Alejandra,residential,
614143997,Jirón Luis Banchero Rossy,residential,
614143999,Jirón Patalla,residential,
614144000,Jirón Universitaria,residential,
614144001,Jirón Patalla,residential,
614144002,Jirón Campiña,residential,
614144003,Jirón Ciencias,residential,
614144004,Jirón Apolinar Hallasi,residential,
614149092,,residential,
614149093,Avenida Keñuales,residential,
614149094,Pasaje Casuarinas,residential,
614149549,Jirón Libertad,residential,
614149550,Jirón Las Orquideas,residential,
614151464,Pasaje Los Olivos,residential,
614151465,Jirón Maravilla,residential,
614151466,Jirón Orión,residential,
614605930,Jirón Vista Alegre,residential,
614611889,Pasaje 27 de Enero,residential,
614611890,,residential,
614611891,Jirón Oceano Pacifico,residential,
614623804,23 de Febrero,residential,
614626646,Pasaje Santa Rosa,residential,
617112281,Jirón Tarma,residential,
617112282,Jirón San Juan de Dios,residential,40
617283195,,residential,
617283196,,residential,
617901895,Jirón Aurelio Soto,residential,
617901896,Jirón 6 de Enero,residential,
617901897,Jirón Colonial,residential,40
617901898,Jirón San Valentin,residential,
617901900,Jirón Los Leones,residential,
618281047,Avenida Aeropuerto,residential,
618281048,Avenida Virgen De Las Mercedes,tertiary,
618566162,,residential,
620744904,Jirón Almirante Guise,residential,
620744905,Jirón Bellavista,tertiary,50
620747479,Jirón Vallecito,residential,
621868033,Jirón Aro Flores,residential,
621868034,Jirón Luna,residential,
621869105,Obelisco,tertiary,
621869335,,residential,
621870043,Pasaje Vilcanota,residential,
622003146,Jirón Vallecito,residential,
622003147,Jirón San Martín,residential,
622003148,Jirón Nuevo Perú,residential,
622008378,,residential,
622012480,Jirón Goyoneche,residential,
622012481,,residential,
622013067,Pasaje Los Incas,residential,
622047114,Jirón 7 de Junio,residential,
622047116,Jirón Santa Cruz,residential,
622475278,Avenida Manco Capac,residential,
622475279,,residential,
622475280,Avenida Los Virreyes,residential,
622479710,Jirón Santa Margarita,residential,
622479712,Avenida Nestor Caceres Velasquez,residential,
622479713,Avenida Nestor Caceres Velasquez,residential,
622479714,Avenida Horacio Zeballos Gámez,residential,
623874334,Jirón Vladimiro Bermejo,residential,
626068697,Pasaje Colorado,residential,
626068699,Pasaje Uno,residential,
626069243,Jirón Ramon Castilla,residential,30
626073591,Calle 4 de Noviembre,residential,
627291633,Pasaje Arequipa,residential,
627291634,Pasaje Arequipa,residential,
627291635,Jirón Ayacucho,residential,30
627291637,Jirón Salaverry,residential,30
627291638,Jirón Tupac Amaru,residential,
627291639,Jirón Los Conquistadores,residential,
628646882,,residential,
656101879,Avenida Circunvalación Este,trunk,60
666016967,Jirón José Carlos Mariátegui,residential,
666016968,Jirón 28 de Julio,residential,
666016969,Jirón Jorge Chavez,residential,
675274854,Jirón 20 De Febrero,residential,
675274855,,residential,
675274856,Avenida Circunvalación Oeste,trunk,60
683391471,,residential,
683391472,,residential,
683395825,Jirón Pacasmayo,residential,
683395826,,residential,
683395828,Jirón 13 de Junio,residential,
683395831,,residential,
683395832,,residential,
683395833,,residential,
683395834,,residential,
683395835,,residential,
683395836,,residential,
683397611,,residential,
692117424,Prolongación Avenida Sacsayhuaman,tertiary,
696236037,,tertiary,
696236039,,tertiary,
696237373,,residential,
726030631,Avenida Los Geranios,tertiary,
726030632,Avenida Los Geranios,tertiary,
726030635,,residential,
726031009,,tertiary,
726031010,,tertiary,
726031011,Jirón Calixto Arestegui,residential,
726031725,Jirón Azángaro,residential,
761832487,Jirón Calixto Arestegui,tertiary,
761832807,Jirón La Union,residential,
761832808,Jirón La Union,residential,
768637644,,residential,
770498629,Revolución,residential,
770498630,Revolución,residential,
770498633,,residential,
770498634,,residential,
770498635,Uruguay,residential,
770498636,Uruguay,residential,
770498637,,residential,
770498638,,residential,
770498639,,residential,
770498640,,residential,
770498641,,residential,
770498642,,residential,
770498677,Circunvalación 2,tertiary,50
770498680,,residential,
770498699,,residential,
770498704,,residential,
770498705,Jirón Aeropuerto,residential,
770498706,Uruguay,residential,
770498709,,residential,
770498710,,residential,
770498711,,residential,
770498712,Avenida Horacio Zeballos Gámez,residential,
770498713,,residential,
770498714,,residential,
771003020,,residential,
771098685,,tertiary,30
784603002,Jirón Loreto,residential,30
808614085,,residential,
808614086,Ruta 30,trunk,
808616649,Avenida Ferial,tertiary,50
808780531,Avenida Independencia,primary,
860872658,,residential,
860872659,,residential,
864733521,,residential,
864733522,Jirón Deustua,residential,
864733523,,residential,
864733524,Jirón Verano Andrade,residential,
864733525,,residential,
864733526,Jirón Las Orquideas,residential,
864733527,,residential,
870559929,,residential,
870559931,,residential,
870559933,,residential,
874638032,Jirón Inocencio Celsa Vilca Chura,residential,
877420648,,residential,
877420649,,residential,
877420650,,residential,
877420651,,residential,
877420652,,residential,
877421084,,residential,
877432571,Jirón Víctor,residential,
877432572,Jirón Arce,residential,
877432573,Jirón 30 de Mayo,residential,
877432574,,residential,
877432577,Jirón Azángaro,residential,
877432578,Jirón San Luis,residential,
877432579,Jirón Mariano Calla,residential,
877432584,Jirón 30 de Mayo,residential,
882705551,,residential,
882768849,,residential,
882769180,,residential,
882769181,,residential,
882769182,,residential,
882769183,,residential,
882769184,,residential,
882769185,,residential,
882769187,,residential,
882769188,,residential,
882769189,,residential,
882769191,,residential,
882769192,,residential,
882769193,,residential,
882769194,,residential,
882769195,,residential,
882769196,,residential,
882801253,,residential,
882801254,Jirón Víctor,residential,
883126047,,residential,
883126048,,residential,
883126049,,residential,
883127571,Jirón Filomena Yana,residential,
883128276,,residential,
883129055,,residential,
883131748,,residential,
883131749,,residential,
883145487,,residential,
883148908,Jirón Zela,residential,
883148909,Jirón Camargo,residential,
883153954,,residential,
883153955,,residential,
883153956,,residential,
883153957,,residential,
883223520,,residential,
883259259,Jirón Huaura,residential,
883264073,,residential,
883437390,,residential,
883438480,,residential,
883438481,,residential,
883438482,,residential,
883439319,,residential,
883453040,,residential,
883453594,,residential,
883454190,,residential,
883456416,,residential,
883456417,,residential,
883457373,Jirón 20 de Agosto,residential,
883458050,,residential,
883459798,,residential,
883460058,,residential,
883460059,,residential,
883460060,,residential,
883460061,,residential,
883460062,,residential,
883461885,,residential,
883461886,,residential,
883463441,,residential,
883463442,,residential,
883597568,Jirón Velasco Alvarado,residential,
883597569,Jirón San José,residential,
883597572,Jirón Miguel Diaz Saldaña,residential,
883597573,Jirón Odon Cárdenaas Mayta,residential,
883598329,,residential,
883598584,,residential,
883598945,,residential,
883598946,,residential,
883600973,,residential,
883600974,Avenida Circunvalación Este,tertiary,
883602324,,residential,
883602325,,residential,
883602326,,residential,
883602327,,residential,
883602328,,residential,
883602329,,residential,
883602330,,residential,
883605221,Avenida Tahuantinsuyo,residential,
883611490,,residential,
883620750,,residential,
883620753,,residential,
883905383,,residential,
883905384,,residential,
883905385,,residential,
883905386,,residential,
883905387,,residential,
883905388,,residential,
883906127,,residential,
883924133,Jirón Camargo,residential,
883928359,,residential,
883928999,,residential,
883932400,,residential,
883936861,,residential,
883939225,,residential,
883940684,,residential,
883941385,,residential,
883941797,Jirón Santa Elena,residential,
883942693,,residential,
883945933,,residential,
883947999,,residential,
883955583,Jirón Maria Elena,residential,
883957015,Jirón Santa Isabel,residential,
883960128,,residential,
883960130,,residential,
883960742,Jirón Federico More,residential,
883961995,,residential,
883965576,Jirón Santa Rosa de Lima,residential,
883965577,,residential,
883966382,Jirón Tigre,residential,
883967626,,residential,
883975106,,residential,
883980947,,residential,
883982732,,residential,
883982733,,residential,
883983363,,residential,
883983364,,residential,
883985262,,residential,
885515572,,residential,
885515573,,residential,
885515574,,residential,
885519400,,residential,
885519402,,residential,
885519403,,residential,
890752621,,residential,
890822752,Avenida Independencia,trunk,60
892094304,Avenida Horacio Zeballos Gámez,residential,
892094305,Avenida Independencia,trunk,60
892094306,Avenida Independencia,trunk,60
892094307,Avenida Independencia,trunk,60
892651044,Avenida Independencia,trunk,60
892651045,Avenida Independencia,trunk,60
892651046,Avenida Independencia,trunk,60
892651047,Avenida Aeropuerto,residential,
896515705,,residential,
899792216,Pasaje San Aurelio,residential,
902540503,,residential,
902540504,,residential,
903242338,Jirón Francisco Pizarro,residential,
903242339,Jirón Francisco Pizarro,residential,
905463449,Jirón Túpac Amaru,residential,
905463450,Jirón Lambayeque,residential,30
905463451,Jirón Jorge Chávez,residential,
950270809,,residential,
950272923,Calle Los Castaños,residential,
953565818,Avenida José María Arguedas,tertiary,40
999278330,Jirón Caracoto,residential,
999278331,Jirón Caracoto,residential,
999278332,,residential,
999282737,,residential,
1011499447,Carretera Longitudinal de la Sierra Sur,trunk,
1011499450,Carretera Longitudinal de la Sierra Sur,trunk,80
1020866687,,residential,
1020866688,,residential,
1020866689,,residential,
1020866690,,residential,
1020881398,,residential,
1020881399,,residential,
1020881400,,residential,
1020881401,,residential,
1020881402,,residential,
1020881403,,residential,
1020881404,,residential,
1020881405,,residential,
1020881406,,residential,
1020881948,,residential,
1020881952,,residential,
1020881953,,tertiary,
1020882801,,residential,
1020882802,,residential,
1029348749,Manuel Nuñez Butron,primary,60
1029348750,Bypass Salida a Cusco,trunk_link,
1029348751,Bypass Salida a Cusco,trunk_link,
1029348752,Bypass Salida a Cusco,trunk_link,
1029348753,Bypass Salida a Cusco,trunk_link,
1029348754,Bypass Salida a Cusco,trunk_link,
1029348755,Bypass Salida a Cusco,trunk_link,
1035878876,Avenida Circunvalación Sur,tertiary,
1035878877,Avenida Circunvalación Sur,primary,
1035878878,Avenida Circunvalación Sur,primary,
1035878879,Avenida Circunvalación Sur,primary,
1035878880,Avenida Circunvalación Sur,residential,
1035878881,Avenida Circunvalación Sur,residential,
1035878882,Avenida Circunvalación Sur,residential,
1035878883,Avenida Circunvalación Sur,primary,
1035878884,,residential,
1035878885,Avenida Circunvalación Sur,tertiary,
1035878886,Av. Ucayali,residential,
1035878887,Avenida Circunvalación Sur,residential,
1035878888,,residential,
1035878889,,residential,
1035878890,,residential,
1035878891,,residential,
1035878892,,residential,
1035878893,,residential,
1035878894,,residential,
1035878895,,residential,
1035878896,,residential,
1035878897,,residential,
1035878898,,residential,
1035878899,,residential,
1035878905,,secondary,
1035878906,Avenida Circunvalación Sur,primary,
1035878907,Avenida Circunvalación Sur,primary,
1035878908,Avenida Circunvalación Sur,primary,
1035878909,Avenida Circunvalación Sur,primary,
1035878910,Jirón El Salvador,residential,
1035878911,Avenida Marañon,residential,
1035878912,,secondary,
1035878913,Avenida Marañon,secondary,
1035878914,Jirón Argentina,residential,
1035878915,Jirón Argentina,tertiary,
1035878916,,residential,
1035878917,Avenida Amazonas,residential,
1035878918,Avenida Amazonas,residential,
1035878919,,residential,
1035878920,,residential,
1035878931,,residential,
1035878932,Avenida Circunvalación Sur,residential,
1035878933,Avenida Industrial,tertiary,50
1035878934,Avenida Circunvalación Sur,residential,
1035878935,Avenida Industrial,residential,50
1035887357,,residential,
1035887358,,residential,
1035887359,Pasaje 8,residential,
1035887360,,residential,
1035887361,,residential,
1038005572,,residential,
1038005573,,residential,
1038005575,,residential,
1038005576,,residential,
1038005577,,residential,
1038005578,,residential,
1038005579,,residential,
1038005580,,residential,
1038005581,,residential,
1038005582,,residential,
1038005583,,residential,
1038005584,,residential,
1038005585,,residential,
1038005586,,residential,
1038005587,,residential,
1038005588,,residential,
1038005589,,residential,
1038005590,,residential,
1038005591,,residential,
1038005592,,residential,
1038005593,,residential,
1038005594,,residential,
1038005595,,residential,
1038005596,,residential,
1038005597,,residential,
1038005598,,residential,
1042474068,Avenida Modesto Borda,primary,80
1063813968,Avenida Circunvalación Este,trunk,60
1063813969,Avenida Circunvalación Este,trunk,60
1063813970,Avenida Independencia,trunk,
1063813971,Avenida Circunvalación Norte,trunk,
1063813973,Avenida Circunvalación Oeste,trunk,
1083056602,Avenida Circunvalación Sur,secondary,
1083056603,,residential,
1083056604,,residential,
1083056751,,residential,
1083056752,,residential,
1083056756,,residential,
1083057903,Avenida Argentina,residential,
1083057904,Avenida Argentina,residential,
1083057905,Jirón Machupicchu,tertiary,
1083060873,,residential,
1083060874,,residential,
1083060875,,residential,
1083060876,,residential,
1083060877,,residential,
1083060878,,residential,
1083060880,,residential,
1083060881,,residential,
1083060882,,residential,
1083060883,,residential,
1083060884,Avenida Perú,tertiary,
1083060885,Avenida Perú,tertiary,
1083060886,Jirón San Augustin,tertiary,
1083060887,Avenida Independencia,trunk,
1083060888,,residential,
1083060890,Tupac Catari,residential,
1083060891,,residential,
1083060892,,residential,
1083060893,,residential,
1083061550,,residential,
1083061669,,residential,
1083061671,,residential,
1083061672,,residential,
1083061673,,residential,
1083061674,,residential,
1083348399,,residential,
1083348400,,residential,
1083348401,,residential,
1083348402,,residential,
1083350469,,residential,
1083350470,Jirón Manco Cápac,residential,
1083350471,Jirón Manco Cápac,residential,
1083350472,Santa María,residential,
1083350473,,residential,
1083350474,,residential,
1083350475,Jirón 15 de Mayo,residential,
1083350476,,residential,
1083350477,,residential,
1083350478,,residential,
1083350480,,residential,
1083350481,Jirón San Miguel,residential,
1083350482,Jirón Jorge Apaza,residential,
1083350483,Jirón Santo Tomas,residential,
1083350484,Jirón Santo Tomas,residential,
1083350485,Jirón Los Próceres,residential,
1083350486,Jirón San Juan de Dios,residential,
1083350487,Jirón San Juan de Dios,residential,
1083350488,,residential,
1083350489,,residential,
1083350490,,residential,
1083350491,,residential,
1083350492,,residential,
1083350494,,residential,
1083350496,,residential,
1083350497,,residential,
1083350499,,residential,
1083350500,,residential,
1083350501,,residential,
1083350502,,residential,
1083350503,,residential,
1083350504,,residential,
1083350515,,residential,
1083351576,Jirón Ayrton Senna,residential,
1083351578,Avenida Independencia,residential,
1083352562,,residential,
1083355191,,residential,
1083355197,,residential,
1083355198,,residential,
1083355200,,tertiary,
1083355202,,residential,
1083355203,,residential,
1083355204,,residential,
1083355206,,residential,
1083355209,Jirón Mariano Nuñez,secondary,
1083355210,Jirón Mexico,residential,
1083355212,,residential,
1083355213,,residential,
1083355214,,residential,
1083355215,,residential,
