latitude,longitude,altitude,geometry,coordinates,@id,area,highway,bridge,bridge:name,ele,layer,maxweight,ref,source,name,oneway,surface,lane_markings,maxspeed,lanes,bicycle,foot,junction,source:geometry,alt_name,service,name:en,name:qu,access,incline,fixme,covered,lit,horse,construction,footway,crossing,tracktype,motorcar,embankment
,,,LineString,"-70.1294887,-15.5005632,-70.1292567,-15.5004657,-70.129202,-15.500445,-70.1291209,-15.5004087,-70.1283895,-15.5001578,-70.1275331,-15.4998456,-70.1265713,-15.4995098,-70.1256247,-15.4991249,-70.1246505,-15.4987842,-70.1241054,-15.4985834,-70.1229536,-15.4981823,-70.1222521,-15.4979296,-70.1216403,-15.4977002,-70.1206023,-15.4972946,-70.1198934,-15.4970349",way/112883883,,residential,,,,,,,,Jirón Daniel Alcides Carrión,yes,,,40,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1204371,-15.5010348,-70.1192309,-15.5005961",way/112883884,,residential,,,,,,,,Jirón Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1229724,-15.5037534,-70.1229076,-15.5039122,-70.1225582,-15.5047667,-70.1220403,-15.505908,-70.1214533,-15.5072821,-70.1211056,-15.5081402",way/112883886,,residential,,,,,,,,Alfonso Ugarte,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1226395,-15.502371,-70.1223104,-15.502258,-70.1214721,-15.5019513,-70.1208916,-15.501742,-70.120254,-15.5015166,-70.1195947,-15.501289,-70.1190252,-15.5010916,-70.1183901,-15.5008691",way/112883887,,residential,,,,,,,,Jirón Federico More,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1310841,-15.4807959,-70.1309853,-15.4814377,-70.1308129,-15.4824551,-70.1306121,-15.4831418",way/112883888,,residential,,,,,,,,Jirón Gonzales Prada,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1270506,-15.4954482,-70.1271816,-15.4954971,-70.1280211,-15.4958102",way/112883889,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1348934,-15.4868295,-70.1345741,-15.4867207,-70.1343231,-15.4866351,-70.1337285,-15.4864325,-70.1328915,-15.4861472,-70.1318983,-15.4858088,-70.1309324,-15.4854796,-70.1303149,-15.4852691,-70.1298904,-15.4851244,-70.1291279,-15.4848646,-70.1283031,-15.4845835,-70.1271386,-15.4841866",way/112883890,,residential,,,,,,,,Jirón Carabaya,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1239321,-15.4956552,-70.1232059,-15.4953597",way/112883893,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1219434,-15.5086116,-70.1219883,-15.5084902,-70.1221018,-15.5081754,-70.1223912,-15.5074185,-70.1225665,-15.5069729,-70.1229023,-15.5061191,-70.1231206,-15.5055542,-70.1233432,-15.5049782,-70.1233809,-15.5048788,-70.1236447,-15.5041828,-70.1237078,-15.5040163",way/112883894,,residential,,,,,,,,Jirón Jose Antonio de Zela,yes,,,30,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1227268,-15.4920666,-70.1223692,-15.4930222,-70.1222933,-15.4932121,-70.1220063,-15.4939722,-70.1218478,-15.4943213,-70.1215044,-15.4953935",way/112883897,,residential,,,,,,,,Jirón El Maestro,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1252474,-15.4972621,-70.1250113,-15.4978709,-70.1246505,-15.4987842,-70.1243303,-15.4996446,-70.1239762,-15.5005632,-70.1236459,-15.5013768",way/112883901,,residential,,,,,,,,Jirón Escallani,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.126765,-15.4805107,-70.1268303,-15.4804724,-70.1274828,-15.4802155,-70.1280019,-15.4801027,-70.128338,-15.480113,-70.1285807,-15.4801237,-70.1286571,-15.4801205,-70.1294516,-15.4802476,-70.1304291,-15.4803956,-70.1304642,-15.4804,-70.1320225,-15.4806665,-70.1336386,-15.4809247,-70.1347367,-15.4811245,-70.1353389,-15.4812196,-70.135465,-15.4812399",way/112883902,,trunk,,,,,,PE-3S,,Avenida Circunvalación Norte,yes,paved,,60,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1267416,-15.4892494,-70.1269043,-15.4881939",way/112883903,,residential,,,,,,,,Jirón Túpac Amaru,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1221969,-15.5034695,-70.1221362,-15.503629,-70.1217913,-15.5045351,-70.1212997,-15.5057425,-70.1207383,-15.5071747,-70.1204652,-15.5078863",way/112883904,,residential,,,,,,,,Jirón Micaela Bastidas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1301813,-15.481959,-70.1294855,-15.4818795,-70.1286395,-15.48173,-70.1282973,-15.4817026,-70.1280904,-15.48172,-70.1278625,-15.4817615,-70.1276407,-15.4818658,-70.1273669,-15.4820811,-70.1272139,-15.4822552,-70.1270852,-15.4824756,-70.12685,-15.4830363",way/112883905,,residential,,,,,,,,Jirón San jorge,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1241036,-15.4952116,-70.1234036,-15.4949242",way/112883906,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1157088,-15.4900049,-70.1146981,-15.4896446,-70.114216,-15.4894566",way/112914586,,residential,,,,,,,,Pasaje Pachacútec,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1216646,-15.487384,-70.1219924,-15.4865259,-70.1224213,-15.485482,-70.1227573,-15.4845345,-70.1231466,-15.483545",way/112914588,,residential,,,,,,,,Jirón San Augustin,yes,paved,,,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1200057,-15.4804212,-70.1192395,-15.4812527,-70.1186197,-15.4818973,-70.1179774,-15.4825845,-70.1174846,-15.4838558,-70.1171312,-15.4847511,-70.1168074,-15.485603,-70.1164682,-15.4862915,-70.1164078,-15.4864653",way/112914589,,residential,,,,,,,,Vilquechico,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1198729,-15.4940584,-70.1195177,-15.4939407",way/112914591,,residential,,,,,,,,Pasaje 12 de Agosto,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1172004,-15.4894436,-70.1178859,-15.489702",way/112914593,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1237452,-15.4841344,-70.1234879,-15.4848051,-70.1231332,-15.4857486,-70.1227192,-15.4867841,-70.1223875,-15.4876469,-70.1220226,-15.4885489,-70.1216391,-15.4895707,-70.1213526,-15.4903481,-70.1212983,-15.4904779",way/112914595,,residential,,,,,,,,Jirón Miraflores,yes,concrete,,,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1250619,-15.4854002,-70.1245284,-15.4851907,-70.124349,-15.4851253,-70.1234879,-15.4848051,-70.1227573,-15.4845345,-70.1218336,-15.4841893,-70.121222,-15.4839808,-70.1206464,-15.4837575,-70.1202519,-15.4836214,-70.1201396,-15.4835765,-70.1199951,-15.4835187,-70.1198849,-15.4834785",way/112914596,,residential,,,,,,,,Jirón Mariano Melgar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1184242,-15.4930505,-70.1183932,-15.4930504,-70.1176454,-15.4930476,-70.1172087,-15.4930266,-70.1166839,-15.4930787,-70.1165809,-15.4930851,-70.1157093,-15.4933408,-70.1151696,-15.4935382,-70.1150065,-15.4935788,-70.1142173,-15.4938965,-70.1129797,-15.494353,-70.1126425,-15.4944897,-70.1122713,-15.4946223,-70.1115501,-15.4948945,-70.1113202,-15.4949916,-70.111174,-15.4950498,-70.1108641,-15.4951725,-70.1102414,-15.4953926,-70.1099996,-15.4954874",way/112914599,,residential,,,,,,,,Jirón Las Americas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1184987,-15.4930438,-70.1184242,-15.4930505",way/112914600,,residential,yes,,,1,,,,Jirón Las Americas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1209622,-15.4846459,-70.1206046,-15.4845141,-70.1200034,-15.4842926",way/112914601,,residential,,,,,,,,Sucre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1184718,-15.4910679,-70.1175455,-15.4907151,-70.1168069,-15.4904234",way/112914603,,residential,,,,,,,,Pasaje San Salvador,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1121013,-15.4861843,-70.1118144,-15.4868722,-70.1117612,-15.4869958,-70.1113357,-15.4880065",way/112914604,,residential,,,,,,,,Jirón Lacustre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1138087,-15.4877117,-70.1134216,-15.4887311,-70.1132259,-15.4891408,-70.1130444,-15.4895761,-70.1128681,-15.4900421",way/112914606,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1197379,-15.4834104,-70.119303,-15.4845111,-70.118953,-15.4854102",way/112914608,,residential,,,,,,,,Chirihuanos,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1170934,-15.4879273,-70.1169253,-15.4884484,-70.1168508,-15.4886426,-70.1167887,-15.4887918,-70.1163987,-15.4897777",way/112914609,,residential,,,,,,,,Jirón Lolo Fernandez,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1146608,-15.4838145,-70.1143157,-15.4847167,-70.1141533,-15.4851321,-70.1139289,-15.4856098,-70.1137323,-15.4861153,-70.1134998,-15.4866771,-70.1132523,-15.4873798,-70.1132061,-15.4875",way/112914610,,residential,,,,,,,,Jirón Los Ejercicios,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1134416,-15.4854476,-70.113246,-15.4859524,-70.1130291,-15.4865122,-70.1127595,-15.4872083,-70.1127142,-15.4873252,-70.1124566,-15.4879499,-70.1122896,-15.4883314,-70.1121004,-15.4887811,-70.111931,-15.4891737,-70.1118954,-15.4896727,-70.1118119,-15.4900956,-70.1117079,-15.490534,-70.1124992,-15.4908456",way/112914613,,residential,,,,,,,,Jirón San Agustín,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1137166,-15.481965,-70.1135751,-15.4823858,-70.1132128,-15.4832998,-70.1128842,-15.4842014,-70.112524,-15.485116",way/112914614,,residential,,,,,,,,Jirón Lacustre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1215381,-15.4827722,-70.1206464,-15.4837575",way/112914615,,residential,,,,,,,,Pasaje José Olaya,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1215614,-15.4817632,-70.1214609,-15.481872,-70.1210529,-15.4823019,-70.120122,-15.4832285,-70.1198849,-15.4834785",way/112914619,,residential,,,,,,,,Avenida Perú,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1212983,-15.4904779,-70.1209334,-15.4914051,-70.1205373,-15.4923545,-70.120266,-15.4930334,-70.1200284,-15.4936834,-70.1198729,-15.4940584,-70.1198376,-15.4941529,-70.1197301,-15.4944826",way/112914620,,residential,,,,,,,,Jirón Miraflores,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1158333,-15.4884267,-70.1154434,-15.4894294",way/112914621,,residential,,,,,,,,Pasaje Melón,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1189193,-15.4917365,-70.1187383,-15.4922281,-70.1185782,-15.4926296,-70.1185248,-15.4928343,-70.1185245,-15.4929423,-70.1185371,-15.4930433",way/112914624,,residential,,,,,,,,Jirón Mama Ocllo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1099996,-15.4954874,-70.1093473,-15.4957275",way/112914625,,residential,yes,,,1,,,,Jirón Las Americas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1192881,-15.4832022,-70.1188157,-15.4843161,-70.1184494,-15.4852235",way/112914628,,residential,,,,,,,,Jirón Teodoro Valcárcel,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1203463,-15.4906334,-70.1201396,-15.4911421,-70.1197729,-15.4920576,-70.119568,-15.4925433,-70.1193692,-15.4930321,-70.1192524,-15.4933668,-70.1190782,-15.4937569,-70.1190376,-15.4938819,-70.11904,-15.4939336,-70.1190543,-15.4939938",way/112914630,,residential,,,,,,,,Jirón San Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1093473,-15.4957275,-70.1091975,-15.4957733,-70.1088491,-15.4958973,-70.108498,-15.4960131,-70.1082017,-15.4961481,-70.1073155,-15.4964837,-70.1068012,-15.4966732,-70.1064199,-15.4968302,-70.1041594,-15.4975431",way/112914633,,residential,,,,,,,,Jirón Las Americas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1155864,-15.4874161,-70.1153207,-15.4881165,-70.1152775,-15.4882304,-70.114854,-15.4892347,-70.1146981,-15.4896446,-70.1145713,-15.4900805,-70.1143686,-15.4906267",way/112914634,,residential,,,,,,,,Jirón Tulipan,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1188237,-15.4829872,-70.1183216,-15.4841474,-70.1179752,-15.4850542,-70.1177007,-15.4859302,-70.117335,-15.4868042,-70.1170245,-15.4875283",way/112914636,,residential,,,,,,,,30 De Agosto,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1223547,-15.4827779,-70.1221421,-15.4833528,-70.1218336,-15.4841893,-70.1215028,-15.485138,-70.1210919,-15.4862017,-70.1207737,-15.4870558,-70.1204335,-15.4879746,-70.1200155,-15.4889621,-70.1198625,-15.4892968",way/112914637,,residential,,,,,,,,Mama Ocllo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1155344,-15.484578,-70.1153431,-15.4846361,-70.1153187,-15.4846555,-70.1151826,-15.4850245,-70.1150217,-15.4854372,-70.1148264,-15.4859481,-70.1146366,-15.4864452,-70.1144226,-15.4870048,-70.1141553,-15.4877041,-70.1141115,-15.4878187",way/112914640,,residential,,,,,,,,Jirón Ocoña,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1193386,-15.4797586,-70.1184992,-15.4805867,-70.1178556,-15.481272,-70.1170494,-15.4821473,-70.1167724,-15.4829036,-70.1165769,-15.4835175,-70.1162182,-15.4843932,-70.1159525,-15.4850023,-70.1159033,-15.4850815,-70.1158064,-15.4852101",way/112914641,,residential,,,,,,,,Paso Alegre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.119568,-15.4925433,-70.1187383,-15.4922281",way/112914642,,residential,,,,,,,,Pasaje San Agustín,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1133207,-15.4814424,-70.113039,-15.4821894,-70.1126546,-15.483083,-70.1125331,-15.4834611,-70.1124881,-15.4838595,-70.1124427,-15.4840424,-70.1120705,-15.4849521,-70.1116486,-15.4860243,-70.1113819,-15.486713,-70.1113336,-15.4868377,-70.1110991,-15.4874467",way/112914645,,residential,,,,,,,,Jirón San Pedro,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1198849,-15.4834785,-70.1197927,-15.4834358,-70.1197379,-15.4834104,-70.1192881,-15.4832022,-70.1188237,-15.4829872,-70.1183964,-15.4827813,-70.1179774,-15.4825845,-70.1175009,-15.4823568,-70.1170494,-15.4821473,-70.1166435,-15.4819578,-70.116059,-15.4817317,-70.1158312,-15.4816419,-70.1155812,-15.4815479,-70.1150733,-15.4813472,-70.1150053,-15.4813207,-70.1148768,-15.4812707,-70.1145717,-15.4811521,-70.113996,-15.4809282,-70.1138224,-15.4808746",way/112914649,,residential,,,,,,,,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.113246,-15.4859524,-70.1137323,-15.4861153,-70.1146366,-15.4864452,-70.1152418,-15.48665,-70.1167476,-15.4871718",way/112914650,,residential,,,,,,,,Jirón Cesar Vallejo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1213119,-15.488291,-70.1204335,-15.4879746,-70.119771,-15.4877352,-70.1188042,-15.4873492,-70.1180815,-15.4870842,-70.117335,-15.4868042,-70.1168407,-15.4866292,-70.1165886,-15.4865456,-70.1164078,-15.4864653,-70.1154363,-15.4861398,-70.1148264,-15.4859481,-70.1139289,-15.4856098,-70.1134416,-15.4854476,-70.1129784,-15.4852803,-70.112524,-15.485116,-70.1120705,-15.4849521,-70.1116318,-15.4847936,-70.1111839,-15.4846317,-70.1106111,-15.4844247,-70.1099778,-15.4841958,-70.1093949,-15.4839851,-70.1087509,-15.4837524,-70.108294,-15.483586,-70.1078479,-15.483426,-70.1074026,-15.4832651,-70.1069382,-15.4830942,-70.1064231,-15.4829111",way/112914653,,residential,,,,,,,,Jirón Moquegua,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1196593,-15.480084,-70.1188603,-15.4809116,-70.1182052,-15.4815728,-70.1175009,-15.4823568,-70.117328,-15.4829341,-70.1170344,-15.4836998,-70.1166772,-15.4845759,-70.1163438,-15.4854395,-70.1162048,-15.4857319",way/112914654,,residential,,,,,,,,Buena Vista,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1118067,-15.4881621,-70.1122896,-15.4883314,-70.1126478,-15.488459,-70.1134216,-15.4887311,-70.1143574,-15.4890601,-70.114854,-15.4892347,-70.1154434,-15.4894294,-70.1158682,-15.489581,-70.1163987,-15.4897777,-70.1169932,-15.489998,-70.1177115,-15.4902559,-70.1186407,-15.4905499,-70.1192739,-15.4908186,-70.1201396,-15.4911421,-70.1209334,-15.4914051,-70.1217244,-15.4917027",way/112914657,,residential,,,,,,,,Jirón Azángaro,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.0976825,-15.4820185,-70.0979194,-15.4820928,-70.0981858,-15.4821793,-70.0991393,-15.4824703,-70.0995673,-15.4826027,-70.1000707,-15.4827585,-70.1007084,-15.4829558,-70.1011754,-15.4831003,-70.1016349,-15.483273,-70.1020885,-15.4834435,-70.1026533,-15.4836557,-70.1028537,-15.4837349,-70.1033154,-15.48388,-70.1037904,-15.484046,-70.1042329,-15.4841893,-70.1047089,-15.4843536,-70.1051551,-15.4845084,-70.1053624,-15.4845815,-70.1056379,-15.4846836,-70.1058403,-15.4847556,-70.1062515,-15.4849019,-70.1067242,-15.4850778,-70.1071823,-15.485232,-70.1076465,-15.485387,-70.1078634,-15.4854774,-70.1080812,-15.4855681,-70.1086848,-15.4858083",way/112914659,,residential,,,,,,,,Avenida San Martín,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1183964,-15.4827813,-70.1179179,-15.4840119,-70.1175504,-15.4849088,-70.1171931,-15.4857476,-70.1168407,-15.4866292",way/112914661,,residential,,,,,,,,Tilali,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.11675,-15.4905316,-70.1168069,-15.4904234,-70.1169932,-15.489998,-70.1172004,-15.4894436,-70.1173648,-15.4890072",way/112914665,,residential,,,,,,,,Jirón Ccaccachi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1167476,-15.4871718,-70.1165599,-15.4877515,-70.1163791,-15.4882349,-70.1162941,-15.4884458,-70.1162426,-15.4885726,-70.1158682,-15.489581,-70.1157088,-15.4900049,-70.115647,-15.4901815",way/112914667,,residential,,,,,,,,Jirón Pachacutec,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1139361,-15.4828508,-70.1136615,-15.4834518,-70.1133418,-15.4843661",way/112914668,,residential,,,,,,,,Jirón Collasuyo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1198601,-15.4846963,-70.1197459,-15.4846583,-70.119303,-15.4845111,-70.1188157,-15.4843161,-70.1183216,-15.4841474,-70.1179179,-15.4840119,-70.1174846,-15.4838558,-70.1170344,-15.4836998,-70.1165769,-15.4835175,-70.1160975,-15.4833333,-70.1155072,-15.4831033,-70.1150568,-15.4829392,-70.1148649,-15.4828734,-70.1147291,-15.482817,-70.1145479,-15.4827421,-70.1135751,-15.4823858,-70.113039,-15.4821894,-70.1125205,-15.4819995,-70.112111,-15.4818495,-70.1116691,-15.4816573,-70.1110857,-15.4814141,-70.1104099,-15.4811657,-70.1097959,-15.4809583,-70.1093457,-15.4808099,-70.1088873,-15.4806588,-70.1084569,-15.4805169,-70.1081597,-15.4804084,-70.1076991,-15.4802544,-70.1072659,-15.4801073,-70.1068046,-15.4799507,-70.1063796,-15.4798064,-70.1062123,-15.4797496,-70.1057439,-15.4795905,-70.1052978,-15.479439,-70.1048317,-15.4792816,-70.1046189,-15.4792074,-70.1045835,-15.479195,-70.1040043,-15.478993,-70.1035514,-15.478835,-70.1030925,-15.4786706,-70.1026547,-15.4785266,-70.102056,-15.4783234,-70.1015645,-15.4781566,-70.1010978,-15.4779983,-70.100634,-15.4778409,-70.1001922,-15.4776755,-70.0994019,-15.4773512",way/112914671,,residential,,,,,,,,Jirón Conima,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1153371,-15.4903412,-70.1145713,-15.4900805,-70.1140495,-15.4898981,-70.1130444,-15.4895761,-70.111931,-15.4891737",way/112914675,,residential,,,,,,,,Jirón Pumacahua,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1193797,-15.4855707,-70.1197459,-15.4846583,-70.1201396,-15.4835765",way/112914677,,residential,,,,,,,,Avenida Perú,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1150217,-15.4854372,-70.1141533,-15.4851321,-70.1134328,-15.4848624",way/112914681,,residential,,,,,,,,Pasaje Honduras,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1158064,-15.4852101,-70.1154363,-15.4861398,-70.1152418,-15.48665,-70.1150394,-15.4872119,-70.1147662,-15.4879303,-70.1147232,-15.4880418,-70.1143574,-15.4890601,-70.114216,-15.4894566,-70.1140495,-15.4898981,-70.113853,-15.4903814,-70.1136912,-15.4907793",way/112914682,,residential,,,,,,,,Jirón Velasco Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1211977,-15.4930336,-70.120266,-15.4930334,-70.1193692,-15.4930321,-70.1185371,-15.4930433,-70.1184987,-15.4930438",way/112914687,,residential,,,,,,,,Jirón Las Americas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1210529,-15.4823019,-70.1215381,-15.4827722,-70.1216666,-15.4828993,-70.1221421,-15.4833528",way/112914688,,residential,,,,,,,,Pasaje Víctor Alemán,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1158064,-15.4852101,-70.1151826,-15.4850245,-70.1143157,-15.4847167,-70.1138308,-15.4845421,-70.1133418,-15.4843661,-70.1128842,-15.4842014,-70.1124427,-15.4840424,-70.1119945,-15.4838811,-70.1115497,-15.483721,-70.1109471,-15.483483,-70.1103599,-15.4832927,-70.1097378,-15.4830687",way/112914689,,residential,,,,,,,,Jirón Huancané,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1145479,-15.4827421,-70.1143445,-15.4832722,-70.1141724,-15.4836262,-70.1138308,-15.4845421",way/112914691,,residential,,,,,,,,Jirón Nueva Generación,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1190058,-15.4794182,-70.1181477,-15.4802728,-70.1175038,-15.4809483,-70.1173171,-15.4811373,-70.1166768,-15.4818509,-70.1166435,-15.4819578,-70.1163286,-15.4827511,-70.1160975,-15.4833333,-70.1157322,-15.484215",way/112914693,,residential,,,,,,,,Sillustani,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1198376,-15.4941529,-70.1206586,-15.4944445",way/112914697,,residential,,,,,,,,Pasaje 12 de Agosto,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1188172,-15.4900627,-70.1186407,-15.4905499,-70.1184718,-15.4910679,-70.1182827,-15.4915001",way/112914698,,residential,,,,,,,,Jirón San Salvador,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1213422,-15.4926637,-70.1205373,-15.4923545,-70.1197729,-15.4920576,-70.1189193,-15.4917365,-70.1182827,-15.4915001,-70.1173768,-15.4911364",way/112914699,,residential,,,,,,,,Jirón Pumacahua,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1216666,-15.4828993,-70.121222,-15.4839808,-70.1209622,-15.4846459,-70.1208738,-15.4849024,-70.1204391,-15.4859685,-70.1201186,-15.4868158,-70.119771,-15.4877352,-70.119383,-15.4887248,-70.1192203,-15.4890647",way/112914702,,residential,,,,,,,,Jirón San Salvador,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1394076,-15.4820618,-70.139458,-15.4827416,-70.1395038,-15.4833564,-70.1395734,-15.4841652,-70.1396996,-15.4852272,-70.1397087,-15.485339",way/112926062,,residential,,,,,,,,Jirón Texas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1443421,-15.4913899,-70.1443395,-15.4914219,-70.144332,-15.4914513,-70.1443248,-15.4914692,-70.1443157,-15.4914862,-70.1442907,-15.4915192,-70.144259,-15.4915463,-70.1442221,-15.4915663,-70.1441816,-15.4915782,-70.1441393,-15.4915815,-70.1440763,-15.4915695,-70.1440575,-15.491562,-70.1440207,-15.4915394,-70.1439899,-15.4915096,-70.1439667,-15.4914739,-70.1439522,-15.4914343,-70.1439471,-15.4913925,-70.1439516,-15.4913506,-70.1439562,-15.4913341,-70.1439687,-15.4913046,-70.1439861,-15.4912776,-70.144006,-15.4912557,-70.1440314,-15.4912352,-70.1440601,-15.4912192,-70.1440911,-15.491208,-70.1441237,-15.491202,-70.1441568,-15.4912013,-70.1441896,-15.4912059,-70.1442211,-15.4912158,-70.1442505,-15.4912305,-70.1442977,-15.491271,-70.1443165,-15.4912975,-70.1443304,-15.4913268,-70.144339,-15.4913578,-70.1443421,-15.4913899",way/112926063,,trunk,,,,,,,,,,paved,,,,,,roundabout,,,,,,,,,,,,,,,,,
,,,LineString,"-70.135527,-15.4865497,-70.1353415,-15.4870668",way/112926065,,residential,,,,,,,,Pasaje Ferrocarril,,,,,,,,,,,,,,,,,,,,,,,,,
