id,nombre,latitud,longitud,riesgo,tipo
1807,Av. Andres Avelino Cáceres ∩ Julio C Tello,-15.4861571,-70.1570008,45,interseccion
1808,Av. Andres Avelino Cáceres ∩ Julio C Tello,-15.4861286,-70.1572358,45,interseccion
1809, ∩ Julio C Tello,-15.4860117,-70.1581897,45,interseccion
1810, ∩ Julio C Tello,-15.4859422,-70.1588101,45,interseccion
1811, ∩ Julio C Tello,-15.4859042,-70.1592442,45,interseccion
1812,Jr. Florentino Ameguino ∩ Julio C Tello,-15.4858266,-70.1599088,45,interseccion
1813,Jr. El Misti ∩ Julio C Tello,-15.4857963,-70.1602669,45,interseccion
1814,Av. José María Arguedas ∩ Julio C Tello,-15.4857484,-70.1606576,45,interseccion
1815,Av. José María Arguedas ∩ Julio C Tello,-15.4857382,-70.1607563,45,interseccion
1816,Jr. Jauregui ∩ Jr. Pachacutec,-15.4918153,-70.1452422,35,interseccion
1817,Jr. Pachacutec ∩ Av. Andres Avelino Cáceres,-15.492903,-70.145454,35,interseccion
1818,Jr. Pachacutec ∩ Av. Andres Avelino Cáceres,-15.4931426,-70.1454796,35,interseccion
1819,Jr. Pachacutec ∩ Jr. Calixto Arestegui,-15.4934211,-70.1455392,35,interseccion
1820,Jr. Pachacutec #10,-15.494397,-70.1457366,35,interseccion
1821,Jr. Pachacutec #11,-15.4957882,-70.1462765,35,interseccion
1822,Av. Andres Avelino Cáceres ∩ Macchu Picchu,-15.4922319,-70.1496377,45,interseccion
1823,Av. Andres Avelino Cáceres #5,-15.4923301,-70.148763,45,interseccion
1824,Jr. Marañon ∩ Av. Ferrocarril,-15.4855721,-70.1533456,35,interseccion
1825,Jr. Leonardo Bardales #1,-15.4870294,-70.161658,35,interseccion
1826,Jr. Leonardo Bardales ∩ Av. José María Arguedas,-15.4871092,-70.1608873,35,interseccion
1827,Jr. Leonardo Bardales ∩ Av. José María Arguedas,-15.4871111,-70.1607892,35,interseccion
1828,Jr. Leonardo Bardales ∩ ,-15.4871401,-70.160515,35,interseccion
1829,Jr. Leonardo Bardales ∩ Jr. El Misti,-15.487143,-70.1603793,35,interseccion
1830,Jr. Leonardo Bardales ∩ Jr. Florentino Ameguino,-15.4871631,-70.160047,35,interseccion
1831,Jr. Leonardo Bardales ∩ Jr. San Marcos,-15.4872301,-70.1593535,35,interseccion
1832,Jr. Leonardo Bardales ∩ Jr. San Marcos,-15.4872615,-70.159046,35,interseccion
1833,Jr. Leonardo Bardales #9,-15.4872886,-70.1587808,35,interseccion
1834,Jr. Leonardo Bardales ∩ ,-15.4874356,-70.1574144,35,interseccion
1835,Jr. Iquitos ∩ María Parado de Bellido,-15.4890671,-70.1531033,35,interseccion
1836, ∩ Jr. Iquitos,-15.4887892,-70.1551988,35,interseccion
1837,Jr. Manco Inca #8,-15.4900529,-70.1520496,35,interseccion
1838,Jr. Manco Inca #9,-15.4897762,-70.1516895,35,interseccion
1839,Jr. Manco Inca ∩ Jr. Macchu Picchu,-15.4891775,-70.1510452,35,interseccion
1840,Jr. Manco Inca ∩ Av. Nueva Zelandia,-15.4875859,-70.1498242,35,interseccion
1841,María Parado de Bellido ∩ Julio C Tello,-15.486648,-70.1528497,35,interseccion
1842,María Parado de Bellido #6,-15.4894888,-70.1530854,35,interseccion
1843,María Parado de Bellido #7,-15.4902963,-70.1529484,35,interseccion
1844,María Parado de Bellido #8,-15.4907321,-70.1527738,35,interseccion
1845,María Parado de Bellido ∩ Av. José Carlos Mariategui,-15.4911542,-70.1525851,35,interseccion
1846,María Parado de Bellido ∩ Av. Andres Avelino Cáceres,-15.4923809,-70.1521232,35,interseccion
1847, ∩ María Parado de Bellido,-15.4925449,-70.1520441,35,interseccion
1848, ∩ Jr. Cesar Carrera,-15.4967935,-70.1526485,35,interseccion
1849, ∩ Jr. Cesar Carrera,-15.497285,-70.1524235,35,interseccion
1850,Jr. Sergio Davila Urquiza ∩ Jr. Cesar Carrera,-15.497724,-70.1522226,35,interseccion
1851,Jr. Cesar Carrera #4,-15.498245,-70.1519841,35,interseccion
1852,Jr. Cesar Carrera ∩ Jr. Jorge Molina,-15.4983251,-70.1519474,35,interseccion
1853, ∩ Jr. Cesar Carrera,-15.4987209,-70.1517662,35,interseccion
1854, ∩ Jr. Cesar Carrera,-15.4991445,-70.1515723,35,interseccion
1855,Jr. Cesar Carrera ∩ Prolongación Manuel Pardo,-15.499447,-70.1514338,35,interseccion
1856,Jr. Cesar Carrera ∩ Prolongación Manuel Pardo,-15.4995667,-70.151379,35,interseccion
1857, ∩ Jr. Cesar Carrera,-15.4999198,-70.1512174,35,interseccion
1858,Jr. Jose Carlos Mariategui ∩ Prolongación Manuel Pardo,-15.498741,-70.149782,35,interseccion
1859,Jr. Jose Carlos Mariategui ∩ Jr. 20 De Febrero,-15.4978559,-70.1501527,35,interseccion
1860,Jr. Jose Carlos Mariategui ∩ Jr. Tupac Amaru,-15.4970332,-70.1505544,35,interseccion
1861,Jr. Jose Carlos Mariategui ∩ ,-15.4960908,-70.1509626,35,interseccion
1862, ∩ Pasaje Los Claveles,-15.4979001,-70.151145,35,interseccion
1863, ∩ Jr. Francisco Salas,-15.498077,-70.1515549,35,interseccion
1864,Jr. Los Incas #2,-15.4952635,-70.1446433,35,interseccion
1865,Jr. Los Incas ∩ Pasaje Los Incas,-15.4952902,-70.1446245,35,interseccion
1866, ∩ Jr. 24 De Septiembre,-15.4981619,-70.1421312,35,interseccion
1867,Jr. Rivera Del Mar ∩ Jr. 24 De Septiembre,-15.4980283,-70.1423009,35,interseccion
1868,Jr. Ramón Buscaglia ∩ Jr. 24 De Septiembre,-15.4977543,-70.1426978,35,interseccion
1869,Jr. Victor Angles ∩ Jr. 24 De Septiembre,-15.4974911,-70.1430975,35,interseccion
1870,Jr. 24 De Septiembre #4,-15.4974022,-70.1432057,35,interseccion
1871,Jr. Luis Banchero Rossy ∩ Jr. 24 De Septiembre,-15.4973323,-70.143254,35,interseccion
1872,Heroes del Pacífico ∩ Jr. 24 De Septiembre,-15.4967421,-70.1435412,35,interseccion
1873, ∩ Jr. 24 De Septiembre,-15.4962872,-70.143812,35,interseccion
1874,Jr. 24 De Septiembre #8,-15.4962495,-70.1438414,35,interseccion
1875,Jr. 24 De Septiembre #9,-15.4962314,-70.1438742,35,interseccion
1876,Jr. 24 De Septiembre #10,-15.496225,-70.1439218,35,interseccion
1877,Prolongación Manuel Pardo ∩ Jr. 24 De Septiembre,-15.4962345,-70.1439664,35,interseccion
1878,Jr. Heraldos Negros ∩ Ruta 30,-15.4982303,-70.1469148,35,interseccion
1879,Jr. Heraldos Negros ∩ Prolongación Manuel Pardo,-15.497686,-70.1472043,35,interseccion
1880,Jr. Heraldos Negros ∩ Jr. Dados Eternos,-15.4972782,-70.1473969,35,interseccion
1881,Jr. Heraldos Negros ∩ Jr. 20 De Febrero,-15.496845,-70.147591,35,interseccion
1882, ∩ Jr. Heraldos Negros,-15.4959625,-70.1479731,35,interseccion
1883,Jr. Heraldos Negros ∩ Jr. Tungsteno,-15.4950264,-70.148378,35,interseccion
1884,Jr. Poemas Humanos ∩ Jr. Heraldos Negros,-15.4946246,-70.1485703,35,interseccion
1885,Jr. Heraldos Negros ∩ Jr. Mampar,-15.4941735,-70.1487807,35,interseccion
1886,Av. Cesar Vallejo ∩ Jr. 20 De Febrero,-15.4965,-70.146751,35,interseccion
1887,Pasaje Piedra Cansada ∩ Jr. 20 De Febrero,-15.4966615,-70.1471887,35,interseccion
1888,Jr. Trilcen ∩ Jr. 20 De Febrero,-15.4970838,-70.1482582,35,interseccion
1889,Jr. Paco Yunque ∩ Jr. 20 De Febrero,-15.4972664,-70.1487066,35,interseccion
1890,Av. Selva Alegre ∩ Jr. 20 De Febrero,-15.4974383,-70.1491723,35,interseccion
1891,Jr. 8 De Enero ∩ Jr. 20 De Febrero,-15.4976611,-70.1497049,35,interseccion
1892,Jr. Los Rosales ∩ Jr. 20 De Febrero,-15.4980623,-70.1506783,35,interseccion
1893,Pasaje Los Claveles ∩ Jr. 20 De Febrero,-15.498195,-70.1510194,35,interseccion
1894,Av. Los Geranios ∩ Jr. Jorge Molina,-15.4992392,-70.1541648,35,interseccion
1895,Av. Los Geranios ∩ Jr. Jorge Molina,-15.4991871,-70.1540635,35,interseccion
1896,Jr. Pedro Benique Samsa ∩ Jr. Jorge Molina,-15.4987888,-70.1531093,35,interseccion
1897,Jr. Andres Almonte ∩ Jr. Jorge Molina,-15.4985834,-70.1525753,35,interseccion
1898, ∩ Jr. Mampar,-15.4934076,-70.1471995,35,interseccion
1899,Jr. Mampar #2,-15.493471,-70.147225,35,interseccion
1900,Jr. Mampar #3,-15.4935123,-70.1472531,35,interseccion
1901,Jr. Mampar #4,-15.493549,-70.1472889,35,interseccion
1902,Av. Cesar Vallejo ∩ Jr. Mampar,-15.493827,-70.1479462,35,interseccion
1903,Jr. Mampar #6,-15.4942957,-70.1490598,35,interseccion
1904, ∩ Jr. Mampar,-15.4944686,-70.1494546,35,interseccion
1905,Jr. Mampar ∩ Jr. San Ambrosio,-15.4946485,-70.1498955,35,interseccion
1906,Jr. Mampar ∩ Av. Selva Alegre,-15.4948501,-70.1503554,35,interseccion
1907,Jr. Mampar ∩ Jr. Gervacia Lipa,-15.4950576,-70.150817,35,interseccion
1908, ∩ Pasaje Dos,-15.4988825,-70.1521875,35,interseccion
1909, ∩ Pasaje Dos,-15.4992984,-70.1520007,35,interseccion
1910,Pasaje Dos ∩ Prolongación Manuel Pardo,-15.4997329,-70.1518153,35,interseccion
1911, ∩ Pasaje Dos,-15.5001052,-70.1516564,35,interseccion
1912,Jr. Sergio Davila Urquiza ∩ Jr. Pedro Benique Samsa,-15.49819,-70.153374,35,interseccion
1913,Jr. Sergio Davila Urquiza ∩ Jr. Andres Almonte,-15.4979897,-70.1528657,35,interseccion
1914,Jr. Sergio Davila Urquiza ∩ Jr. Francisco Salas,-15.4975544,-70.1518015,35,interseccion
1915,Jr. Sergio Davila Urquiza #3,-15.4974433,-70.151504,35,interseccion
1916,Jr. Sergio Davila Urquiza ∩ Pasaje Los Claveles,-15.4973868,-70.1513568,35,interseccion
1917,Jr. Sergio Davila Urquiza ∩ Jr. Tupac Amaru,-15.4972401,-70.1510427,35,interseccion
1918, ∩ Av. Los Geranios,-15.5000212,-70.1537516,35,interseccion
1919, ∩ Av. Los Geranios,-15.4999633,-70.1536393,35,interseccion
1920, ∩ Jr. Pedro Benique Samsa,-15.4995908,-70.1527293,35,interseccion
1921, ∩ Pasaje Los Claveles,-15.498785,-70.150747,35,interseccion
1922, ∩ Jr. Tungsteno,-15.4944318,-70.146912,35,interseccion
1923,Jr. Tungsteno #2,-15.4944698,-70.1470057,35,interseccion
1924,Av. Cesar Vallejo ∩ Jr. Tungsteno,-15.4946938,-70.1475578,35,interseccion
1925,Pasaje Piedra Cansada ∩ Jr. Tungsteno,-15.4948781,-70.1480124,35,interseccion
1926,Jr. Trilcen ∩ Jr. Tungsteno,-15.4953074,-70.1490709,35,interseccion
1927,Jr. Paco Yunque ∩ Jr. San Ambrosio,-15.4954929,-70.149528,35,interseccion
1928,Jr. Trilcen ∩ Jr. Tupac Amaru,-15.496255,-70.1486374,35,interseccion
1929,Jr. Poemas Humanos ∩ Jr. Trilcen,-15.4949129,-70.1492514,35,interseccion
1930, ∩ Jr. Francisco Salas,-15.4985413,-70.1513582,35,interseccion
1931,Av. Los Geranios ∩ Prolongación Manuel Pardo,-15.500422,-70.1535298,35,interseccion
1932,Av. Los Geranios ∩ Prolongación Manuel Pardo,-15.5003594,-70.1534241,35,interseccion
1933,Jr. Pedro Benique Samsa ∩ Prolongación Manuel Pardo,-15.4999936,-70.1525457,35,interseccion
1934,Av. Cesar Vallejo #1,-15.4972016,-70.1464116,35,interseccion
1935,Av. Cesar Vallejo ∩ Jr. Dados Eternos,-15.4969217,-70.1465627,35,interseccion
1936,Av. Cesar Vallejo ∩ ,-15.4955976,-70.1471445,35,interseccion
1937,Av. Cesar Vallejo ∩ Jr. Poemas Humanos,-15.4942796,-70.1477554,35,interseccion
1938,Jr. Vallecito ∩ Jr. San Ambrosio,-15.4934798,-70.1503892,35,interseccion
1939, ∩ Jr. San Ambrosio,-15.4941421,-70.1501294,35,interseccion
1940,Jr. Poemas Humanos ∩ Jr. San Ambrosio,-15.4951017,-70.1496973,35,interseccion
1941,Pasaje Piedra Cansada ∩ ,-15.4957962,-70.1475955,35,interseccion
1942, ∩ Av. Los Geranios,-15.4996268,-70.1539699,35,interseccion
1943, ∩ Av. Los Geranios,-15.4995748,-70.1538516,35,interseccion
1944, ∩ Jr. Pedro Benique Samsa,-15.4991832,-70.1529177,35,interseccion
1945, ∩ Pasaje Los Claveles,-15.498386,-70.1509397,35,interseccion
1946,Jr. Poemas Humanos ∩ Av. Selva Alegre,-15.4952897,-70.1501415,35,interseccion
1947, #89,-15.493649,-70.1515507,35,interseccion
1948, #90,-15.4939969,-70.1513644,35,interseccion
1949,Jr. Paco Yunque ∩ Jr. Vallecito,-15.498142,-70.1483067,35,interseccion
1950,Av. Selva Alegre ∩ Prolongación Manuel Pardo,-15.4983358,-70.1487562,35,interseccion
1951,Jr. 8 De Enero ∩ Prolongación Manuel Pardo,-15.4985606,-70.1493147,35,interseccion
1952,Jr. Los Rosales ∩ Prolongación Manuel Pardo,-15.4989795,-70.1503006,35,interseccion
1953,Prolongación Manuel Pardo ∩ Pasaje Los Claveles,-15.4991037,-70.1506076,35,interseccion
1954,Jr. Paco Yunque ∩ Jr. Dados Eternos,-15.4977249,-70.148498,35,interseccion
1955, ∩ Av. Selva Alegre,-15.4979079,-70.1489477,35,interseccion
1956, ∩ Sangarara,-15.4840146,-70.1493241,35,interseccion
1957,Sangarara ∩ Jr. Lloque Yupanqui,-15.4826247,-70.1492793,35,interseccion
1958,Jr. Mayta Capac ∩ Sangarara,-15.4812416,-70.1492182,35,interseccion
1959,Sangarara ∩ Jr. Koricancha,-15.4777143,-70.1491148,35,interseccion
1960,Sangarara ∩ Jr. Tullumayo,-15.4769362,-70.1490698,35,interseccion
1961,Sangarara ∩ Jr. Los Kipus,-15.4760818,-70.1490336,35,interseccion
1962,Sangarara #6,-15.4749647,-70.1489644,35,interseccion
1963,Sangarara #7,-15.4749001,-70.1489644,35,interseccion
1964,Sangarara ∩ Av. Sacsayhuaman,-15.4748316,-70.1489604,35,interseccion
1965,Jr. Inti ∩ Sangarara,-15.4738312,-70.1489148,35,interseccion
1966,Jr. Ayllu ∩ Sangarara,-15.4728902,-70.1488692,35,interseccion
1967,Sangarara ∩ Jr. Amanecer,-15.4721277,-70.1488299,35,interseccion
1968,Jr. Cancollani ∩ Jr. Collamanta,-15.4720831,-70.1506843,35,interseccion
1969,Jr. Ayllu ∩ Jr. Cancollani,-15.4728124,-70.1507063,35,interseccion
1970,Jr. Cancollani #2,-15.4736167,-70.1507499,35,interseccion
1971,Jr. Cancollani ∩ Av. Sacsayhuaman,-15.4747594,-70.1508219,35,interseccion
1972,Jr. Cancollani #4,-15.4748415,-70.1508263,35,interseccion
1973,Jr. Cancollani ∩ Jr. Los Kipus,-15.4759958,-70.1508889,35,interseccion
1974,Jr. Cancollani ∩ Jr. Tullumayo,-15.4768648,-70.1509193,35,interseccion
1975,Jr. Cancollani ∩ Jr. Koricancha,-15.4775701,-70.1509245,35,interseccion
1976,Jr. Pumachupan ∩ Jr. Cancollani,-15.4781817,-70.1509439,35,interseccion
1977,Jr. Cancollani #9,-15.4792306,-70.1509772,35,interseccion
1978,Jr. Mayta Capac ∩ Jr. Cancollani,-15.4811687,-70.1510538,35,interseccion
1979, #91,-15.4773756,-70.1603704,35,interseccion
1980, #92,-15.4778285,-70.1603811,35,interseccion
1981, #93,-15.4787325,-70.1604671,35,interseccion
1982, ∩ Av. Lampa,-15.4796102,-70.160576,35,interseccion
1983, ∩ Jr. Tullumayo,-15.476881,-70.1520697,35,interseccion
1984, ∩ Jr. Koricancha,-15.4775485,-70.1519288,35,interseccion
1985,Jr. Huayna Picchu ∩ Jr. Tullumayo,-15.4770337,-70.1471173,35,interseccion
1986,Jr. Huayna Picchu ∩ Jr. Los Kipus,-15.4760642,-70.1470727,35,interseccion
1987,Jr. Huayna Picchu ∩ Av. Sacsayhuaman,-15.4749101,-70.1470077,35,interseccion
1988, #94,-15.4778572,-70.1599815,35,interseccion
1989, #95,-15.4781984,-70.1600218,35,interseccion
1990, #96,-15.4787784,-70.1600411,35,interseccion
1991, ∩ Av. Lampa,-15.4799304,-70.1601439,35,interseccion
1992, ∩ Av. Aviacion,-15.4771483,-70.1553062,35,interseccion
1993, #97,-15.4771283,-70.1552292,35,interseccion
1994, ∩ Jr. Pasarela,-15.4770724,-70.1548129,35,interseccion
1995,Jr. Tullumayo ∩ Jr. Ayar Cachi,-15.4774237,-70.1544528,35,interseccion
1996, ∩ Jr. Amanecer,-15.4726521,-70.1475154,35,interseccion
1997, ∩ Jr. Pumacahua,-15.4738168,-70.147497,35,interseccion
1998, ∩ Av. Sacsayhuaman,-15.4749302,-70.147543,35,interseccion
1999, ∩ Jr. Los Kipus,-15.4760356,-70.1476228,35,interseccion
2000,Jr. Tullumayo #5,-15.4770899,-70.1449778,35,interseccion
2001,Jr. Tullumayo #6,-15.4770993,-70.1450727,35,interseccion
2002,Jr. Sinchi Roca ∩ Jr. Tullumayo,-15.4770864,-70.1454093,35,interseccion
2003,Wiracocha ∩ Jr. Tullumayo,-15.4770606,-70.1459183,35,interseccion
2004,Av. Manco Capac ∩ Jr. Tullumayo,-15.4770482,-70.1464525,35,interseccion
2005,Jr. Tullumayo #10,-15.4770213,-70.1473786,35,interseccion
2006,Jr. Tullumayo ∩ Leonidas Hallasi,-15.4769721,-70.1482583,35,interseccion
2007,Tungasuca ∩ Jr. Tullumayo,-15.4768905,-70.1496188,35,interseccion
2008,Jr. Tullumayo ∩ Emiliano Cano,-15.4768685,-70.1501767,35,interseccion
2009,Jr. Tullumayo ∩ Emiliano Cano,-15.4768749,-70.1502948,35,interseccion
2010,Jr. Pisac ∩ Jr. Tullumayo,-15.4768141,-70.1517286,35,interseccion
2011, ∩ Jr. Tullumayo,-15.4769115,-70.1521672,35,interseccion
2012,Jr. Tullumayo ∩ Jr. Ayar Uchu,-15.4769683,-70.1524006,35,interseccion
2013,Jr. Ayar Manco ∩ Jr. Tullumayo,-15.4771334,-70.1530934,35,interseccion
2014,Ayarauca ∩ Jr. Tullumayo,-15.4772746,-70.1537823,35,interseccion
2015, ∩ Jr. Tullumayo,-15.4775722,-70.1551118,35,interseccion
2016,Jr. Tullumayo ∩ Av. Aviacion,-15.4775928,-70.155203,35,interseccion
2017, ∩ Jr. Tullumayo,-15.4776273,-70.155343,35,interseccion
2018, #102,-15.4769328,-70.159717,35,interseccion
2019, #103,-15.4774084,-70.15965,35,interseccion
2020, #104,-15.4778947,-70.1595832,35,interseccion
2021, #105,-15.4783903,-70.1595207,35,interseccion
2022, #106,-15.4788368,-70.1595163,35,interseccion
2023, #107,-15.4793155,-70.1595277,35,interseccion
2024, #108,-15.4797176,-70.1595638,35,interseccion
2025, ∩ Jr. Almudema,-15.4801772,-70.1596051,35,interseccion
2026, ∩ Jr. Pasarela,-15.4764645,-70.152284,35,interseccion
2027, #110,-15.4757926,-70.1524531,35,interseccion
2028, #111,-15.4754309,-70.1525351,35,interseccion
2029, ∩ Prolongación Av. Sacsayhuaman,-15.4749965,-70.1526336,35,interseccion
2030, ∩ Prolongación Av. Sacsayhuaman,-15.4749218,-70.1526507,35,interseccion
2031, #114,-15.4745165,-70.1527781,35,interseccion
2032,Av. Lampa ∩ Jr. Villa El Sol,-15.4820908,-70.1573239,35,interseccion
2033,Jr. Almudema ∩ Jr. Villa El Sol,-15.4804463,-70.1571267,35,interseccion
2034, ∩ Jr. Villa El Sol,-15.4790996,-70.1569717,35,interseccion
2035, ∩ Jr. Villa El Sol,-15.47794,-70.15683,35,interseccion
2036, ∩ Jr. Villa El Sol,-15.4775583,-70.1567863,35,interseccion
2037, ∩ Jr. Villa El Sol,-15.4771438,-70.1567388,35,interseccion
2038, #116,-15.4715623,-70.1514401,35,interseccion
2039, ∩ Jr. Collamanta,-15.472019,-70.1514535,35,interseccion
2040, ∩ Jr. Ayllu,-15.472762,-70.1514686,35,interseccion
2041, #119,-15.4730091,-70.1514791,35,interseccion
2042, #120,-15.473584,-70.1514811,35,interseccion
2043, #121,-15.4738617,-70.1514854,35,interseccion
2044, #122,-15.474058,-70.1514829,35,interseccion
2045, #123,-15.4744211,-70.1514783,35,interseccion
2046, ∩ Av. Sacsayhuaman,-15.4747522,-70.1514836,35,interseccion
2047,Tungasuca ∩ Jr. Amanecer,-15.471903,-70.1493902,35,interseccion
2048,Jr. Ayllu ∩ Tungasuca,-15.4728655,-70.149444,35,interseccion
2049,Jr. Inti ∩ Tungasuca,-15.4738102,-70.1494599,35,interseccion
2050,Tungasuca ∩ Av. Sacsayhuaman,-15.4748031,-70.1495635,35,interseccion
2051,Tungasuca #2,-15.4748845,-70.1495666,35,interseccion
2052,Tungasuca ∩ Jr. Los Kipus,-15.4760536,-70.1495873,35,interseccion
2053, #124,-15.4749238,-70.161765,35,interseccion
2054, #125,-15.4753544,-70.1616797,35,interseccion
2055, #126,-15.4757447,-70.1615746,35,interseccion
2056, #127,-15.4759367,-70.1615229,35,interseccion
2057, ∩ Prolongación Av. Sacsayhuaman,-15.4768681,-70.1612635,35,interseccion
2058, #129,-15.4773148,-70.1613053,35,interseccion
2059, #130,-15.4777304,-70.1613677,35,interseccion
2060, #131,-15.4786262,-70.1614705,35,interseccion
2061, ∩ Av. Lampa,-15.4788615,-70.1614988,35,interseccion
2062,Jr. Tambo Machay ∩ Tinta,-15.482278,-70.1532965,35,interseccion
2063,Lloque Yupanqui ∩ Tinta,-15.4829258,-70.1531343,35,interseccion
2064, #132,-15.4740886,-70.1555391,35,interseccion
2065, #133,-15.4750598,-70.1552912,35,interseccion
2066, ∩ Prolongación Av. Sacsayhuaman,-15.4755086,-70.1551758,35,interseccion
2067, ∩ Prolongación Av. Sacsayhuaman,-15.4755823,-70.1551606,35,interseccion
2068, #136,-15.4759808,-70.1550671,35,interseccion
2069, ∩ Jr. Ucayali,-15.4789422,-70.1584302,35,interseccion
2070, ∩ Jr. Ucayali,-15.4794164,-70.1584756,35,interseccion
2071, ∩ Jr. Ucayali,-15.4798222,-70.1585144,35,interseccion
2072,Jr. Almudema ∩ Jr. Ucayali,-15.4802849,-70.1585587,35,interseccion
2073,Jr. Ucayali ∩ Av. Lampa,-15.481048,-70.1586538,35,interseccion
2074,Prolongación Av. Sacsayhuaman ∩ ,-15.4773378,-70.1633479,35,interseccion
2075,Prolongación Av. Sacsayhuaman ∩ ,-15.4770892,-70.1622252,35,interseccion
2076,Prolongación Av. Sacsayhuaman ∩ ,-15.4766484,-70.1603826,35,interseccion
2077,Prolongación Av. Sacsayhuaman ∩ ,-15.4765187,-70.1598251,35,interseccion
2078,Prolongación Av. Sacsayhuaman #4,-15.4763804,-70.1592127,35,interseccion
2079,Prolongación Av. Sacsayhuaman ∩ ,-15.4763127,-70.1589275,35,interseccion
2080,Prolongación Av. Sacsayhuaman ∩ Jr. Marcavalle,-15.4762144,-70.1584897,35,interseccion
2081,Prolongación Av. Sacsayhuaman ∩ ,-15.4761176,-70.158068,35,interseccion
2082,Prolongación Av. Sacsayhuaman ∩ ,-15.4759987,-70.1575504,35,interseccion
2083,Prolongación Av. Sacsayhuaman ∩ ,-15.4759022,-70.15713,35,interseccion
2084,Prolongación Av. Sacsayhuaman ∩ ,-15.4756976,-70.1561978,35,interseccion
2085,Prolongación Av. Sacsayhuaman ∩ Av. Andres Avelino Cáceres,-15.4756598,-70.1559123,35,interseccion
2086,Prolongación Av. Sacsayhuaman ∩ ,-15.4756419,-70.1558217,35,interseccion
2087,Prolongación Av. Sacsayhuaman ∩ Av. Aviacion,-15.4756183,-70.155693,35,interseccion
2088, ∩ Jr. Ayar Manco,-15.4743412,-70.1537707,35,interseccion
2089,Jr. Ayar Manco #1,-15.4744305,-70.1537476,35,interseccion
2090,Jr. Ayar Manco #2,-15.4745132,-70.1537322,35,interseccion
2091, ∩ Jr. Ayar Manco,-15.4746866,-70.1536996,35,interseccion
2092,Prolongación Av. Sacsayhuaman ∩ Jr. Ayar Manco,-15.4751297,-70.1535859,35,interseccion
2093,Prolongación Av. Sacsayhuaman ∩ Jr. Ayar Manco,-15.4752089,-70.1535667,35,interseccion
2094,Jr. Ayar Manco #6,-15.4758378,-70.1534247,35,interseccion
2095,Jr. Ayar Manco ∩ Jr. Pasarela,-15.4766803,-70.1531884,35,interseccion
2096,Jr. Pumachupan ∩ Jr. Ayar Manco,-15.4784304,-70.1527838,35,interseccion
2097,Av. Ferrocarril ∩ Jr. Huancaure,-15.4850299,-70.1549033,35,interseccion
2098,Av. Lampa ∩ Jr. Huancaure,-15.4838043,-70.1551869,35,interseccion
2099,Lloque Yupanqui ∩ Jr. Huancaure,-15.4834358,-70.1552774,35,interseccion
2100,Jr. Cancollani ∩ Jr. Huancaure,-15.4805832,-70.1560025,35,interseccion
2101,Cusipata ∩ Emiliano Cano,-15.4832067,-70.1505616,35,interseccion
2102,Cusipata #1,-15.4831904,-70.1511738,35,interseccion
2103,Cusipata ∩ Pachacutec,-15.4832652,-70.151605,35,interseccion
2104, ∩ Cusipata,-15.4837472,-70.1536206,35,interseccion
2105,Cusipata ∩ Av. Aviacion,-15.4837669,-70.1537028,35,interseccion
2106,Tungasuca ∩ Jr. Koricancha,-15.4776931,-70.1496864,35,interseccion
2107,Emiliano Cano ∩ Jr. Koricancha,-15.4776621,-70.1502156,35,interseccion
2108,Emiliano Cano ∩ Jr. Koricancha,-15.4776414,-70.1503256,35,interseccion
2109,Jr. Pisac ∩ Jr. Koricancha,-15.4774914,-70.151586,35,interseccion
2110,Jr. Ayar Uchu ∩ Jr. Koricancha,-15.4776247,-70.1522414,35,interseccion
2111,Inca Roca ∩ Av. Aviacion,-15.4844126,-70.1535481,35,interseccion
2112, ∩ Inca Roca,-15.4843944,-70.1534666,35,interseccion
2113,Jr. Quilla ∩ Inca Roca,-15.4842445,-70.1527974,35,interseccion
2114,Jr. Coyllor ∩ Inca Roca,-15.4840935,-70.1521232,35,interseccion
2115,Pachacutec ∩ Inca Roca,-15.4839793,-70.1514213,35,interseccion
2116,Inca Roca #5,-15.4839461,-70.1510121,35,interseccion
2117,Emiliano Cano ∩ Inca Roca,-15.4839615,-70.1505992,35,interseccion
2118,Av. Lampa ∩ Jr. Pachacamac,-15.484568,-70.1542992,35,interseccion
2119,Lloque Yupanqui ∩ Jr. Pachacamac,-15.4832681,-70.1545916,35,interseccion
2120,Jr. Cancollani ∩ Jr. Pachacamac,-15.4804262,-70.1553068,35,interseccion
2121,Jr. Pumachupan ∩ Jr. Ayar Uchu,-15.4782812,-70.1520744,35,interseccion
2122,Jr. Pumachupan #2,-15.4781622,-70.1515249,35,interseccion
2123,Jr. Pumachupan #3,-15.4781584,-70.1513627,35,interseccion
2124, ∩ Jr. Pasarela,-15.4769768,-70.1543968,35,interseccion
2125,Jr. Pasarela ∩ Ayarauca,-15.4768574,-70.1538769,35,interseccion
2126, ∩ Jr. Pasarela,-15.4765785,-70.1527616,35,interseccion
2127, ∩ Jr. Pisac,-15.4764561,-70.1517928,35,interseccion
2128, ∩ Jr. Pisac,-15.4760726,-70.151895,35,interseccion
2129, ∩ Jr. Pisac,-15.4756895,-70.151997,35,interseccion
2130, ∩ Jr. Pisac,-15.4753073,-70.1520989,35,interseccion
2131,Prolongación Av. Sacsayhuaman ∩ Jr. Pisac,-15.4748938,-70.1521833,35,interseccion
