id,nombre,latitud,longitud,riesgo,tipo
0, ∩ Av. Independencia,-15.4377442,-70.1398278,65,interseccion
1, ∩ Carretera Longitudinal de la Sierra Sur,-15.4366904,-70.1402397,65,interseccion
2,Av. Independencia ∩ Av. Circunvalación Norte,-15.4812904,-70.1358368,65,interseccion
3,Av. Circunvalación Norte #2,-15.481322,-70.1360733,65,interseccion
4,Av. Independencia ∩ Av. Circunvalación Norte,-15.4813302,-70.1361327,65,interseccion
5,Av. Independencia ∩ Av. Circunvalación Norte,-15.4813414,-70.1362335,65,interseccion
6,Manuel Nuñez Butron ∩ Av. Independencia,-15.4815074,-70.1358021,65,interseccion
7,Av. Circunvalación Norte #6,-15.4814748,-70.1355678,65,interseccion
8,Jr. 8 de Noviembre ∩ Av. Circunvalación Norte,-15.4814545,-70.1354457,65,interseccion
9,Av. Circunvalación Norte #8,-15.4814286,-70.1352853,65,interseccion
10,Jr. Tumbes ∩ Av. Circunvalación Norte,-15.4813315,-70.1346836,65,interseccion
11,Jr. Apurimac ∩ Av. Circunvalación Norte,-15.4811553,-70.1336847,65,interseccion
12,Jr. Ramon Castilla ∩ Av. Circunvalación Norte,-15.4810257,-70.1326681,65,interseccion
13,Jr. Marineros ∩ Av. Circunvalación Norte,-15.4809184,-70.1319856,65,interseccion
14,Jr. Gonzales Prada ∩ Av. Circunvalación Norte,-15.4807959,-70.1310841,65,interseccion
15, ∩ Av. Circunvalación Norte,-15.4806772,-70.1303935,65,interseccion
16,Pasaje Golfo ∩ Av. Circunvalación Norte,-15.4805403,-70.1296774,65,interseccion
17,Av. Circunvalación Norte ∩ Jr. Vilcanota,-15.4805117,-70.1294929,65,interseccion
18,Pasaje San Carlos ∩ Av. Circunvalación Norte,-15.4804072,-70.1288396,65,interseccion
19,Infancia ∩ Av. Circunvalación Norte,-15.4803872,-70.1287105,65,interseccion
20,Infancia ∩ Av. Circunvalación Norte,-15.4803791,-70.1286565,65,interseccion
21,Av. Circunvalación Norte #20,-15.4803469,-70.1284418,65,interseccion
22,Av. Circunvalación Norte #21,-15.4803434,-70.1280809,65,interseccion
23,Av. Circunvalación Norte #22,-15.4803995,-70.1277228,65,interseccion
24,Av. Circunvalación Norte #23,-15.4805073,-70.1273163,65,interseccion
25,Av. Triunfo ∩ Av. Circunvalación Este,-15.4806819,-70.1269453,65,interseccion
26, ∩ Av. Circunvalación Este,-15.484965,-70.1246224,35,interseccion
27,Jr. Mariano Melgar ∩ Jr. Enrique P. Caceres,-15.4854002,-70.1250619,35,interseccion
28,Jr. El Maestro ∩ Jr. Enrique P. Caceres,-15.4858182,-70.1255094,35,interseccion
29,Jr. Benigno Ballón ∩ Jr. Enrique P. Caceres,-15.4865589,-70.1262908,35,interseccion
30,Jr. Sucre ∩ Jr. Enrique P. Caceres,-15.4871907,-70.1269837,35,interseccion
31,Jr. Sucre ∩ Jr. Túpac Amaru,-15.4872648,-70.1271213,35,interseccion
32,Jr. Raúl Porras Barrenechea ∩ Jr. Enrique P. Caceres,-15.4880527,-70.1277988,35,interseccion
33,Jr. Gonzales Prada ∩ Jr. Enrique P. Caceres,-15.4887151,-70.1285952,35,interseccion
34,Av. San Martín ∩ Jr. San Augustin,-15.4901751,-70.1209102,45,interseccion
35,Av. San Martín ∩ Jr. Miraflores,-15.4903481,-70.1213526,45,interseccion
36, ∩ Av. San Martín,-15.4906886,-70.1221335,45,interseccion
37,Av. Tacna ∩ Av. Circunvalación Este,-15.499761,-70.118826,60,interseccion
38,Av. Circunvalación Este ∩ Jr. Los Girasoles,-15.5003047,-70.1186146,60,interseccion
39,Av. Circunvalación Este ∩ Jr. Federico More,-15.5008691,-70.1183901,60,interseccion
40, ∩ Av. Circunvalación Este,-15.5013829,-70.1181924,60,interseccion
41,Av. Circunvalación Este ∩ Jr. Caracoto,-15.5019046,-70.1179826,60,interseccion
42, ∩ Av. Circunvalación Este,-15.5026328,-70.117696,60,interseccion
43,Av. Modesto Borda ∩ Av. Circunvalación Este,-15.5028634,-70.1176156,60,interseccion
44,Av. Tambopata ∩ Jr. Lambayeque,-15.4840667,-70.1153189,35,interseccion
45,Jr. Lambayeque ∩ Jr. Los Ejercicios,-15.4838145,-70.1146608,35,interseccion
46,Jr. Nueva Generación ∩ Jr. Lambayeque,-15.4836262,-70.1141724,35,interseccion
47,Jr. Collasuyo ∩ Jr. Lambayeque,-15.4834518,-70.1136615,35,interseccion
48,Jr. Lacustre ∩ Jr. Lambayeque,-15.4832998,-70.1132128,35,interseccion
49,Jr. San Pedro ∩ Jr. Lambayeque,-15.483083,-70.1126546,35,interseccion
50,Jr. Santa Cruz ∩ Jr. Lambayeque,-15.4829044,-70.1121377,35,interseccion
51,Jr. Los Angeles ∩ Jr. Lambayeque,-15.4827691,-70.1117352,35,interseccion
52,Jr. Santa Lucia ∩ Jr. Lambayeque,-15.4826349,-70.1112909,35,interseccion
53,Jr. San Miguel ∩ Jr. Lambayeque,-15.4824411,-70.1106631,35,interseccion
54,Jr. Lambayeque ∩ Jr. Los Nevados,-15.4822564,-70.1100363,35,interseccion
55,Jr. Héroes del Tiwinza ∩ Jr. Lambayeque,-15.4820203,-70.1094026,35,interseccion
56,Jr. 20 de Enero ∩ Jr. Lambayeque,-15.4818662,-70.1089694,35,interseccion
57,Jr. Los Moheños ∩ Jr. Lambayeque,-15.4817014,-70.1085062,35,interseccion
58, ∩ Jr. Lambayeque,-15.4815452,-70.1080672,35,interseccion
59,Av. Pedro Ruiz Gallo ∩ Jr. Lambayeque,-15.4813101,-70.1074123,35,interseccion
60, ∩ Jr. Lambayeque,-15.4811278,-70.1069043,35,interseccion
61,Jr. Lambayeque ∩ Jr. Los Ángeles,-15.4810429,-70.1066679,35,interseccion
62,Jr. La Victoria ∩ Jr. Lambayeque,-15.4809642,-70.1064487,35,interseccion
63,Jr. La Victoria ∩ Jr. Lambayeque,-15.4808849,-70.1062278,35,interseccion
64,Jr. Feliciano Calla Mamani ∩ Jr. Lambayeque,-15.4807214,-70.1057757,35,interseccion
65,Jr. Santa Teresa ∩ Jr. Lambayeque,-15.4805584,-70.1053183,35,interseccion
66,Jr. Los Alamos ∩ Jr. Luis Ceferino,-15.4803948,-70.1048623,35,interseccion
67,Circunvalación 2 ∩ Jr. Lambayeque,-15.4802285,-70.1043911,35,interseccion
68,Circunvalación 2 ∩ Jr. Lambayeque,-15.480157,-70.1042001,35,interseccion
69,Jr. Lambayeque #26,-15.4801447,-70.1041658,35,interseccion
70,Jr. Lambayeque ∩ Jr. San Apolinar,-15.4799389,-70.1035924,35,interseccion
71,Jr. Maria Elena ∩ Jr. Lambayeque,-15.479774,-70.1031332,35,interseccion
72,Jr. Alejandro Coyla ∩ Jr. Lambayeque,-15.479613,-70.1026776,35,interseccion
73,Jr. Mariano Calla ∩ Jr. Lambayeque,-15.4794554,-70.1022455,35,interseccion
74,Jr. Lambayeque ∩ Av. San Isidro,-15.4792378,-70.1016393,35,interseccion
75,Jr. San Luis ∩ Jr. Lambayeque,-15.4790661,-70.1011373,35,interseccion
76,Jr. Franciscos ∩ Jr. Lambayeque,-15.4789139,-70.1006922,35,interseccion
77,Jr. Lambayeque ∩ Jr. Pablos,-15.4787784,-70.100296,35,interseccion
78,Jr. Víctor ∩ Jr. Lambayeque,-15.4786191,-70.0998301,35,interseccion
79,Jr. 30 de Mayo ∩ Jr. Lambayeque,-15.4783684,-70.0990106,35,interseccion
80,Jr. Cabana ∩ Av. Manuel Nuñez Butron,-15.4996146,-70.1298931,60,interseccion
81,Jr. Noriega #2,-15.4994649,-70.1299207,60,interseccion
82,Calle Callao ∩ Jr. Noriega,-15.4981641,-70.1304292,60,interseccion
83,Jr. Noriega ∩ Jr. Piura,-15.497469,-70.1307012,60,interseccion
84,Jr. Loreto ∩ Jr. Noriega,-15.4965016,-70.1310728,60,interseccion
85, ∩ Jr. Noriega,-15.4959949,-70.1312801,60,interseccion
86,Jr. Mariano Nuñez ∩ Jr. Noriega,-15.4959005,-70.1313188,60,interseccion
87,Jr. Umachiri ∩ Manuel Nuñez Butron,-15.4835789,-70.1355193,35,interseccion
88,Jr. Umachiri #1,-15.4835056,-70.1352282,35,interseccion
89,Jr. Umachiri ∩ Jr. Libertad,-15.4834776,-70.1351132,35,interseccion
90,Jr. Umachiri ∩ Jr. 8 de Noviembre,-15.4834175,-70.1348744,35,interseccion
91,Jr. Umachiri ∩ Jr. Tumbes,-15.483214,-70.13399,35,interseccion
92,Jr. Umachiri ∩ Jr. Apurimac,-15.4829631,-70.1330107,35,interseccion
93,Jr. Umachiri ∩ Jr. Ramon Castilla,-15.4827102,-70.1320313,35,interseccion
94,Jr. Umachiri ∩ Jr. Gonzales Prada,-15.4824551,-70.1308129,35,interseccion
95, ∩ Av. Circunvalación Este,-15.4848189,-70.1244568,65,interseccion
96,Jr. Miraflores ∩ Av. Huancané,-15.4841344,-70.1237452,65,interseccion
97,Jr. San Augustin ∩ Av. Huancané,-15.483545,-70.1231466,65,interseccion
98,Mama Ocllo ∩ ,-15.4827779,-70.1223547,65,interseccion
99,Av. Perú ∩ Av. Huancané,-15.481872,-70.1214609,65,interseccion
100,Av. Perú ∩ Av. Huancané,-15.4817519,-70.1213404,65,interseccion
101,Av. Huancané #6,-15.4810105,-70.1205967,65,interseccion
102, ∩ Av. Huancané,-15.481005,-70.1205912,65,interseccion
103,Av. Huancané ∩ Vilquechico,-15.4804212,-70.1200057,65,interseccion
104,Buena Vista ∩ Av. Huancané,-15.480084,-70.1196593,65,interseccion
105,Paso Alegre ∩ Av. Huancané,-15.4797586,-70.1193386,65,interseccion
106,Sillustani ∩ Av. Huancané,-15.4794182,-70.1190058,65,interseccion
107,Jr. Ignacio Merino ∩ Av. Huancané,-15.4791035,-70.11869,65,interseccion
108,Jr. Jose Balta ∩ Av. Huancané,-15.4785576,-70.1181439,65,interseccion
109,Av. Huancané #14,-15.4781221,-70.1177054,65,interseccion
110,Jr. Jorge Basadre ∩ Av. Huancané,-15.4779508,-70.1175362,65,interseccion
111,Av. Huancané ∩ Jr. Almirante Guise,-15.4774289,-70.1170206,65,interseccion
112,Av. Daniel Alomias Robles ∩ Av. Huancané,-15.4763902,-70.1159948,65,interseccion
113,Av. Pedro Ruiz Gallo ∩ Av. Huancané,-15.4754982,-70.1151137,65,interseccion
114, ∩ Av. Huancané,-15.4749225,-70.114545,65,interseccion
115,Av. Huancané #20,-15.474494,-70.1141358,65,interseccion
116,Av. Huancané #21,-15.4744715,-70.1141143,65,interseccion
117,Av. Huancané #22,-15.4744149,-70.1140631,65,interseccion
118, ∩ Av. Huancané,-15.4738238,-70.113469,65,interseccion
119, ∩ Av. Huancané,-15.4731986,-70.1128465,65,interseccion
120,Jr. San Lorenzo ∩ Av. Huancané,-15.472429,-70.1121004,65,interseccion
121,Av. Huancané #26,-15.4718223,-70.1116556,65,interseccion
122,Jr. Colmena ∩ Av. Huancané,-15.4713866,-70.1113642,65,interseccion
123,Pasaje Río Seco ∩ Av. Huancané,-15.4708371,-70.1110617,65,interseccion
124,Av. Los Virreyes ∩ Av. Huancané,-15.4703399,-70.1107644,65,interseccion
125,Av. Los Virreyes ∩ Av. Huancané,-15.4702558,-70.1107211,65,interseccion
126, ∩ Av. Huancané,-15.4697645,-70.1103972,65,interseccion
127, ∩ Av. Huancané,-15.4692181,-70.1100683,65,interseccion
128,Circunvalación 2 ∩ Av. Huancané,-15.4683311,-70.1095524,65,interseccion
129,Circunvalación 2 ∩ Av. Huancané,-15.4681227,-70.1094429,65,interseccion
130, ∩ Av. Huancané,-15.4675704,-70.1091528,65,interseccion
131,Calle San Pedro ∩ Av. Huancané,-15.4671564,-70.1089353,65,interseccion
132, ∩ Av. Huancané,-15.4667781,-70.1087368,65,interseccion
133,Jr. San Antonio ∩ Av. Huancané,-15.4663024,-70.1084871,65,interseccion
134, ∩ Av. Huancané,-15.4657792,-70.1082139,65,interseccion
135, ∩ Pasaje Virgen de la Candelaria,-15.4651424,-70.1078815,65,interseccion
136,Av. Huancané #41,-15.4641781,-70.107378,65,interseccion
137,Av. Huancané #42,-15.463988,-70.1072287,65,interseccion
138,Av. Huancané #43,-15.4639289,-70.1070785,65,interseccion
139,Av. Huancané #44,-15.4639269,-70.1069121,65,interseccion
140,Av. Huancané #45,-15.4640089,-70.1066535,65,interseccion
141,Aviacion #1,-15.4712856,-70.1567454,60,interseccion
142, ∩ Aviacion,-15.4713315,-70.1567451,60,interseccion
143, ∩ Aviacion,-15.472194,-70.1565813,60,interseccion
144, ∩ Av. Aviacion,-15.4724034,-70.1564949,60,interseccion
145,Jr. Sucre ∩ Jr. Raúl Porras Barrenechea,-15.4875746,-70.1279745,35,interseccion
146,Jr. Sucre ∩ Jr. Gonzales Prada,-15.4879077,-70.1288923,35,interseccion
147,Jr. Sucre ∩ Jr. Ramon Castilla,-15.4882626,-70.1298697,35,interseccion
148,Jr. Sucre ∩ Jr. Apurimac,-15.4886068,-70.1308179,35,interseccion
149,Jr. Sucre ∩ Jr. Tumbes,-15.4889597,-70.1317898,35,interseccion
150,Jr. Sucre ∩ Jr. 8 de Noviembre,-15.4892632,-70.132626,35,interseccion
151,Jr. Sucre ∩ Jr. Libertad,-15.489472,-70.133201,35,interseccion
152,Jr. Sucre #8,-15.4895636,-70.1334535,35,interseccion
153,Jr. Sucre #9,-15.4895671,-70.1334629,35,interseccion
154,Jr. Sucre ∩ Jr. Libertad,-15.4895746,-70.1334837,35,interseccion
155,Jr. Sucre ∩ Jr. Mariano Nuñez,-15.4896669,-70.1337379,35,interseccion
156,Autopista Mártires del 4 de Noviembre ∩ ,-15.5033329,-70.1283991,65,interseccion
157,Autopista Mártires del 4 de Noviembre #1,-15.5034253,-70.1283619,65,interseccion
158,Autopista Mártires del 4 de Noviembre ∩ ,-15.5051417,-70.1276797,65,interseccion
159,Autopista Mártires del 4 de Noviembre #3,-15.5095189,-70.1259466,65,interseccion
160,Autopista Mártires del 4 de Noviembre ∩ Av. Américas,-15.5114495,-70.1251178,65,interseccion
161,Autopista Mártires del 4 de Noviembre ∩ Av. Américas,-15.5115684,-70.1250668,65,interseccion
162,Autopista Mártires del 4 de Noviembre #6,-15.5131563,-70.1243662,65,interseccion
163,Autopista Mártires del 4 de Noviembre #7,-15.518628,-70.1220255,65,interseccion
164,Autopista Mártires del 4 de Noviembre ∩ Av. Marañon,-15.5186895,-70.1219987,65,interseccion
165,Autopista Mártires del 4 de Noviembre ∩ Av. Marañon,-15.518833,-70.1219329,65,interseccion
166,Autopista Mártires del 4 de Noviembre #10,-15.524919,-70.1192845,65,interseccion
167,Autopista Mártires del 4 de Noviembre ∩ ,-15.5254736,-70.1190553,65,interseccion
168,Autopista Mártires del 4 de Noviembre #12,-15.5287238,-70.1177046,65,interseccion
169,Autopista Mártires del 4 de Noviembre #13,-15.5290258,-70.1176524,65,interseccion
170,Autopista Mártires del 4 de Noviembre #14,-15.5291617,-70.1176517,65,interseccion
171,Autopista Mártires del 4 de Noviembre #15,-15.5293634,-70.1176751,65,interseccion
172,Av. Circunvalación Este ∩ Jr. Huancané,-15.488025,-70.1234198,45,interseccion
173,Jr. El Maestro ∩ Jr. Huancané,-15.4884337,-70.1244785,45,interseccion
174,Jr. Benigno Ballón ∩ Jr. Huancané,-15.4887852,-70.1254952,45,interseccion
175,Jr. Túpac Amaru ∩ Jr. Huancané,-15.4892494,-70.1267416,45,interseccion
176,Jr. Raúl Porras Barrenechea ∩ Jr. Huancané,-15.4894227,-70.1272436,45,interseccion
177,Jr. Gonzales Prada ∩ Jr. Huancané,-15.4897614,-70.1281604,45,interseccion
178,Jr. Ramon Castilla ∩ Jr. Huancané,-15.4901137,-70.129122,45,interseccion
179,Jr. Apurimac ∩ Jr. Huancané,-15.4904729,-70.1301028,45,interseccion
180,Jr. Tumbes ∩ Jr. Huancané,-15.4908244,-70.1310623,45,interseccion
181, ∩ Jr. Huancané,-15.4909629,-70.1314406,45,interseccion
182,Jr. 8 de Noviembre ∩ Jr. Huancané,-15.4911286,-70.1318929,45,interseccion
183, ∩ Jr. Huancané,-15.4914295,-70.1327145,45,interseccion
184,Jr. Huancané #13,-15.4914349,-70.1327347,45,interseccion
185,Jr. Libertad ∩ Jr. Huancané,-15.4914474,-70.1327633,45,interseccion
186, ∩ Jr. Huancané,-15.4914771,-70.1328444,45,interseccion
187,Jr. Mariano Nuñez ∩ Jr. Huancané,-15.4915375,-70.1330092,45,interseccion
188,Jr. Lima ∩ Jr. Huancané,-15.4917981,-70.1337209,45,interseccion
189,Circunvalación 2 ∩ Jr. Piérola,-15.4829888,-70.1031693,35,interseccion
190,Jr. Luis Ceferino ∩ Jr. Piérola,-15.4831532,-70.1036575,35,interseccion
191,Jr. Santa Teresa ∩ Jr. Piérola,-15.4833187,-70.104117,35,interseccion
192,Jr. 26 de Agosto ∩ Jr. Piérola,-15.4834756,-70.1045529,35,interseccion
193,Jr. 26 de Mayo ∩ Jr. Piérola,-15.4836384,-70.105005,35,interseccion
194,Jr. Las Mercedes ∩ Jr. Piérola,-15.4838029,-70.105462,35,interseccion
195,Av. Pedro Ruiz Gallo ∩ Jr. Piérola,-15.4839807,-70.1059557,35,interseccion
196,Jr. Chojellani ∩ Jr. Piérola,-15.4841881,-70.1065318,35,interseccion
197,Jr. Santa Isabel ∩ Jr. Piérola,-15.4843518,-70.1069866,35,interseccion
198,Jr. Los Moheños ∩ Jr. Piérola,-15.4845162,-70.107443,35,interseccion
199,Jr. 20 de Enero ∩ Jr. Piérola,-15.4846845,-70.1079106,35,interseccion
200,Jr. Felix Torres ∩ Jr. Piérola,-15.4848443,-70.1083544,35,interseccion
201,Jr. 1 de Marzo ∩ Jr. Piérola,-15.4850673,-70.108974,35,interseccion
202,Jr. San Miguel ∩ Jr. Piérola,-15.4852867,-70.1095834,35,interseccion
203,Jr. Santa Lucia ∩ Jr. Piérola,-15.485479,-70.1101678,35,interseccion
204,Jr. Los Angeles ∩ Jr. Piérola,-15.4857075,-70.1107521,35,interseccion
205,Jr. Santa Cruz ∩ Jr. Piérola,-15.4858675,-70.1112049,35,interseccion
206,Jr. San Pedro ∩ Jr. Piérola,-15.4860243,-70.1116486,35,interseccion
207,Jr. Lacustre ∩ Jr. Piérola,-15.4861843,-70.1121013,35,interseccion
208,Jr. Aro Flores ∩ Jr. Piérola,-15.4863446,-70.1125549,35,interseccion
209,Jr. San Agustín ∩ Jr. Piérola,-15.4865122,-70.1130291,35,interseccion
210,Jr. Los Ejercicios ∩ Jr. Piérola,-15.4866771,-70.1134998,35,interseccion
211,Jr. Ocoña ∩ Jr. Piérola,-15.4870048,-70.1144226,35,interseccion
212,Jr. Velasco Alvarado ∩ Jr. Piérola,-15.4872119,-70.1150394,35,interseccion
213,Jr. Tulipan ∩ Jr. Piérola,-15.4874161,-70.1155864,35,interseccion
214,Jr. Pachacutec ∩ Jr. Piérola,-15.4877515,-70.1165599,35,interseccion
215,Jr. Lolo Fernandez ∩ Av. Tambopata,-15.4879273,-70.1170934,35,interseccion
216,Av. Tambopata ∩ Jr. Piérola,-15.4879788,-70.1172364,35,interseccion
217,23 de Febrero ∩ Jr. Piérola,-15.488129,-70.1176618,35,interseccion
218,Av. Perú ∩ Jr. Piérola,-15.4883745,-70.1184033,35,interseccion
219,Jr. San Salvador ∩ Jr. Piérola,-15.4887248,-70.119383,35,interseccion
220,Mama Ocllo ∩ Jr. Piérola,-15.4889621,-70.1200155,35,interseccion
221,Jr. San Augustin ∩ Jr. Piérola,-15.4892891,-70.1209079,35,interseccion
222,Jr. Miraflores ∩ Jr. Piérola,-15.4895707,-70.1216391,35,interseccion
223,Av. Circunvalación Este ∩ Jr. Piérola,-15.4898878,-70.1224413,35,interseccion
224,Av. Circunvalación Este ∩ Jr. Piérola,-15.4899678,-70.1226455,35,interseccion
225,Jr. El Maestro ∩ Jr. Piérola,-15.4903778,-70.1237175,35,interseccion
226,Pasaje Miguel Grau ∩ Jr. Piérola,-15.4906322,-70.1243465,35,interseccion
227,Jr. Benigno Ballón ∩ Jr. Piérola,-15.4908144,-70.1248176,35,interseccion
228,Jr. Túpac Amaru ∩ Jr. Piérola,-15.4909675,-70.125284,35,interseccion
229, ∩ Jr. Piérola,-15.4911251,-70.1256625,35,interseccion
230,Jr. Raúl Porras Barrenechea ∩ Jr. Piérola,-15.4914293,-70.1264462,35,interseccion
231,Jr. Gonzales Prada ∩ Jr. Piérola,-15.4917602,-70.1274071,35,interseccion
232,Jr. Ramon Castilla ∩ Jr. Piérola,-15.4920657,-70.128368,35,interseccion
233,Jr. Apurimac ∩ Jr. Piérola,-15.492412,-70.1293298,35,interseccion
234,Jr. Tumbes ∩ Jr. Piérola,-15.4927416,-70.1303216,35,interseccion
235,Jr. 8 de Noviembre ∩ Jr. Piérola,-15.4929987,-70.131169,35,interseccion
236,Pasaje Palestina ∩ Jr. Piérola,-15.4931099,-70.1315472,35,interseccion
237, ∩ Jr. Piérola,-15.4932411,-70.1320252,35,interseccion
238,Jr. Piérola #50,-15.4932465,-70.1320449,35,interseccion
239, ∩ Jr. Libertad,-15.4932487,-70.132067,35,interseccion
240,Jr. Mariano Nuñez ∩ Jr. 2 de Mayo,-15.4932258,-70.1323565,35,interseccion
241,Jr. San Isidro ∩ Jr. Azángaro,-15.4923401,-70.1234907,35,interseccion
242,Jr. San Isidro ∩ Jr. Pumacahua,-15.4932866,-70.1231111,35,interseccion
243,Jr. San Isidro ∩ Jr. Elias Aguirre,-15.4942261,-70.1227236,35,interseccion
244,Jr. San Isidro ∩ Jr. Pucará,-15.4952627,-70.1223121,35,interseccion
245,Av. Tacna ∩ Francisco Bolognesi,-15.500759,-70.1219347,35,interseccion
246,Av. Tacna ∩ Francisco Bolognesi,-15.5008616,-70.1219008,35,interseccion
247,Francisco Bolognesi ∩ Jr. Federico More,-15.5019513,-70.1214721,35,interseccion
248,Francisco Bolognesi ∩ Pasaje Rosa Medina,-15.5026286,-70.1212033,35,interseccion
249,Francisco Bolognesi ∩ Jr. Caracoto,-15.5030297,-70.121048,35,interseccion
250,Jr. Deustua ∩ Francisco Bolognesi,-15.5042068,-70.1205812,35,interseccion
251,Francisco Bolognesi ∩ Jr. Cabanillas,-15.505436,-70.1200912,35,interseccion
252,Jr. Chucuito ∩ Francisco Bolognesi,-15.5069909,-70.1194897,35,interseccion
253,Francisco Bolognesi ∩ Av. Juliaca,-15.5074391,-70.1193109,35,interseccion
254,Jr. José carlos Mariategui ∩ Jr. Ramon Castilla,-15.4816853,-70.1324101,35,interseccion
255,Jr. José carlos Mariategui ∩ Jr. Gonzales Prada,-15.4814377,-70.1309853,35,interseccion
256,Jr. José carlos Mariategui ∩ ,-15.4813374,-70.1302691,35,interseccion
257,Jr. José carlos Mariategui ∩ Pasaje Golfo,-15.4812129,-70.1295959,35,interseccion
258,Jr. José carlos Mariategui ∩ Pasaje San Carlos,-15.4810868,-70.1287636,35,interseccion
259,Jr. José carlos Mariategui #5,-15.4810507,-70.1283663,35,interseccion
260,Jr. José carlos Mariategui #6,-15.4810648,-70.1280416,35,interseccion
261,Jr. José carlos Mariategui #7,-15.4811351,-70.1277097,35,interseccion
262,Jr. José carlos Mariategui ∩ Av. Triunfo,-15.4813008,-70.1272825,35,interseccion
263,Jr. José carlos Mariategui #9,-15.4815366,-70.1269484,35,interseccion
264,Jr. José carlos Mariategui #10,-15.4818049,-70.1266937,35,interseccion
265,Jr. José carlos Mariategui ∩ Pasaje Ayaviri,-15.4822286,-70.1264396,35,interseccion
266,Jr. Federico More ∩ Coata,-15.501289,-70.1195947,35,interseccion
267,Jr. Caracoto ∩ Coata,-15.5023441,-70.1191824,35,interseccion
268,Jr. Deustua ∩ Coata,-15.5036992,-70.1186573,35,interseccion
269,Jr. Cabanillas ∩ Coata,-15.5049556,-70.1181586,35,interseccion
270,Coata #4,-15.5052767,-70.1180296,35,interseccion
271, ∩ Coata,-15.5058603,-70.1178262,35,interseccion
272,Jr. Chucuito ∩ Jr. Vista Alegre,-15.5069177,-70.1189233,35,interseccion
273,Jr. Chucuito ∩ Confraternidad,-15.5070924,-70.1201943,35,interseccion
274,Jr. Chucuito ∩ Jr. Micaela Bastidas,-15.5071747,-70.1207383,35,interseccion
275,Jr. Chucuito ∩ Alfonso Ugarte,-15.5072821,-70.1214533,35,interseccion
276,Jr. Jose Antonio de Zela ∩ Jr. Chucuito,-15.5074185,-70.1223912,35,interseccion
277,Jr. Chucuito ∩ Jr. Puno,-15.5075746,-70.1234407,35,interseccion
278,Jr. Chucuito ∩ Jr. Progreso,-15.507711,-70.1245099,35,interseccion
279,Jr. Chucuito ∩ Jr. Almagro,-15.5078627,-70.1254784,35,interseccion
280,Jr. Chucuito ∩ Jr. José Domingo Choquehuanca,-15.5079747,-70.1262258,35,interseccion
281,Jr. Cabana ∩ Jr. Almagro,-15.4992115,-70.1287562,35,interseccion
282,Jr. Daniel Alcides Carrión ∩ Jr. Almagro,-15.5001578,-70.1283895,35,interseccion
283,Jr. Almagro ∩ Jr. Francisco Pizarro,-15.5009715,-70.1280775,35,interseccion
284,Jr. Patricio Quispe ∩ Jr. Almagro,-15.5019521,-70.1277146,35,interseccion
285,Jr. Almagro ∩ Pasaje Colorado,-15.5023656,-70.1275533,35,interseccion
286,Av. Tacna ∩ Jr. Almagro,-15.5028301,-70.1273753,35,interseccion
287,Av. Tacna ∩ Jr. Almagro,-15.5029215,-70.127338,35,interseccion
288,Jr. Independencia ∩ Jr. Almagro,-15.5038941,-70.1269775,35,interseccion
289,Jr. Almagro ∩ Jr. Caracoto,-15.5048357,-70.1266152,35,interseccion
290,Jr. Deustua ∩ Jr. Almagro,-15.5057928,-70.1262554,35,interseccion
291,Jr. Almagro ∩ Jr. Cabanillas,-15.5068196,-70.1258701,35,interseccion
292,Juli ∩ Jr. Almagro,-15.5087012,-70.1251635,35,interseccion
293,Jr. Almagro ∩ Av. Juliaca,-15.5096073,-70.1248057,35,interseccion
294,Jr. Los Kollys ∩ Jr. 8 de Noviembre,-15.482497,-70.135293,35,interseccion
295,Jr. Micaela Bastidas ∩ Jr. 8 de Noviembre,-15.4844227,-70.1344811,35,interseccion
296,Jr. 8 de Noviembre ∩ Jr. Ayaviri,-15.4854602,-70.1340879,35,interseccion
297,Jr. 8 de Noviembre ∩ Jr. Carabaya,-15.4864325,-70.1337285,35,interseccion
298,Jr. Cahuide ∩ Jr. 8 de Noviembre,-15.4874166,-70.1333254,35,interseccion
299,Jr. Mariano Melgar ∩ Jr. 8 de Noviembre,-15.4883418,-70.1329575,35,interseccion
300,Jr. 8 de Noviembre ∩ Jr. Lambayeque,-15.4901788,-70.1322427,35,interseccion
301, ∩ Jr. 8 de Noviembre,-15.4913532,-70.131816,35,interseccion
302,Jr. 8 de Noviembre ∩ Jr. Moquegua,-15.4919935,-70.1315693,35,interseccion
303,Jr. San Martín ∩ Jr. 8 de Noviembre,-15.493966,-70.1307855,35,interseccion
304,Av. Circunvalación Este ∩ Jr. Azángaro,-15.491786,-70.121956,35,interseccion
305,Jr. El Maestro ∩ Jr. Azángaro,-15.4920666,-70.1227268,35,interseccion
306,Jr. El Maestro ∩ Jr. Azángaro,-15.492164,-70.1230354,35,interseccion
307,Jr. Benigno Ballón ∩ Jr. Azángaro,-15.4926023,-70.1242039,35,interseccion
308, ∩ Jr. Azángaro,-15.4927343,-70.1245673,35,interseccion
309,Jr. Túpac Amaru ∩ Jr. Azángaro,-15.4927709,-70.1246708,35,interseccion
310,Pasaje Pumacahua ∩ Jr. Azángaro,-15.492927,-70.1251019,35,interseccion
311,Jr. Raúl Porras Barrenechea ∩ Jr. Azángaro,-15.4931532,-70.1257255,35,interseccion
312,Jr. Gonzales Prada ∩ Jr. Azángaro,-15.4935272,-70.1267072,35,interseccion
